Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,
daily,IMAGING,imagi_ultrasound_consoli,Consolidation,"1, Yes | 0, No | 99, Unknown",This refers to the presence of a radio-opaque area in the lung. The opacification is caused by fluid or solid material within the airways or lung parenchyma.,Indicate 'Yes' if consolidation was identified on ultrasound on date of assessment. Indicate 'No' if there was no pleural effusion(s) on ultrasound on date of assessment. Indicate 'Unknown' if the pleural space was not examined by ultrasound for pleural effusion(s) on date of assessment. ,
daily,IMAGING,imagi_ultrasound_pleff,Pleural effusion,"1, Yes | 0, No | 99, Unknown",Pleural effusion refers to a pathological increase of fluid in the pleural space.,Indicate 'Yes' if pleural effusion(s) was identified on ultrasound on date of assessment. Indicate 'No' if there was no pleural effusion(s) on ultrasound on date of assessment. Indicate 'Unknown' if the pleural space was not examined by ultrasound for pleural effusion(s) on date of assessment. ,
daily,IMAGING,imagi_ultrasound_plefr,Pleural effusion right size (cm),,Refers to the depth of the pleural effusion in centimetres (cm).,Indicate the depth of pleural effusion on the right side in centimetres (cm).,
daily,IMAGING,imagi_ultrasound_plefl,Pleural effusion left size (cm),,Refers to the depth of the pleural effusion in centimetres (cm).,Indicate the depth of pleural effusion on the left side in centimetres (cm).,
daily,IMAGING,imagi_ultrasound_peric,Pericardial effusion,"1, Yes | 0, No | 99, Unknown",Pericardial effusion refers to a pathological increase of fluid in the pericardial space.,If pericardial effusion was identified on ultrasound on date of assessment Indicate 'Yes'. If there was no pericardial effusion on ultrasound on date of assessment Indicate 'No'. If the pericardial space was not examined by ultrasound for a pericardial effusion on date of assessment Indicate 'Unknown'. ,
daily,IMAGING,imagi_ultrasound_perics,Pericardial effusion size (cm),,Refers to the depth of the pericardial effusion in centimetres (cm).,Indicate the depth of pericardial effusion on the left side in centimetres (cm).,
daily,IMAGING,imagi_liversize,Liver size (cm),,"Refers to the craniocaudal length of the liver along the midclavicular line, in centimeters (cm).","Indicate the craniocaudal length of the liver along the midclavicular line, in centimeters (cm).",
daily,IMAGING,imagi_gallbladder,Gallbladder wall (mm),,"Refers to the thickness of the gallbladder wall, in millimeters (mm).","Indicate the thickness of the gallbladder wall, in millimeters (mm).",
daily,IMAGING,imagi_ultrasound_unlisted,Other finding(s),"1, Yes | 0, No | 99, Unknown",Refers to other ultrasound findings which are clinically relevant.,"Indicate 'Yes', if there are other ultrasound imaging findings which are clinically relevant.",
daily,IMAGING,imagi_ultrasound_unlistedoth,Specify other findings,,Refers to other ultrasound imaging findings which are clinically relevant.,"If 'Yes', specify the other ultrasound imaging findings which are clinically relevant. ",
daily,IMAGING,imagi_ecg,Electrocardiogram (ECG),,"Refers to a study that evaluates the effect of a treatment on cardiac electrical activity, as assessed by electrocardiography.",Select the most appropriate options which corresponds to the ECG findings.,
daily,IMAGING,imagi_ecg_yn,Electrocardiogram (ECG),"1, Yes-normal | 2, Yes-abnormal | 0, No | 99, Unknown","Refers to a study that evaluates the effect of a treatment on cardiac electrical activity, as assessed by electrocardiography.",Select the most appropriate options which corresponds to the ECG findings.,
daily,IMAGING,imagi_ecg_spec,ECG summary,,Refers to a summary of the key ECG findings,If 'Yes-abnormal' give a summary of the key ECG findings.,
daily,IMAGING,imagi_ecg_date,ECG date,,Refers to the date of the ECG,Write the date in DD/MM/YYYY format.,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_medtype,Select agents administered while hospitalised or at discharge (one form per medication),,"This refers to all medications administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge. ","Indicate the type of agent, for all medications administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge. ",
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_treat,Is this medication treating the disease?,"1, Yes | 0, No",,Indicate 'Yes' if this medication is being used to treat the disease caused by the pathogen of interest.,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_antiviralagent,Antiviral,,"Refers to any agent(s) prescribed specifically to treat a suspected or confirmed viral infection. Examples of neuraminidase inhibitors include oseltamivir, ribavirin, acyclovir and lopinavir/ritonavir. Topical preparations are not included.","Select the antiviral agent(s) administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge.",
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_antiviralagent_route,Antiviral route,"1, Oral | 2, Inhaled | 3, IV | 4, Topical | 99, Unknown","This refers to the part of the body through which or into which, or the way in which, the medicinal product (drug) is introduced. Oral refers to administering by mouth. Inhaled refers to administration through the respiratory route (insufflation into the respiratory tract). IV (intravenous) refers to administering into bloodstream through injection into a vein. Topical refers to administration by application of drug preparations to the surfaces of the body, especially the skin or mucous membranes.",Indicate the route of administration for the antiviral agent.,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_antibioagent,Antibiotic,,Antibiotics refers to any agent(s) that selectively target bacteria.,"Select the antibiotic agent(s) administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge.",
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_topicantibiotgent,Topical antibiotic,"1, Penicillins | 2, Cephalosporins | 3, Tetracyclines | 4, Aminoglycosides | 5, Macrolides | 6, Sulfonamides and trimethoprim | 7, Quinolones | 88, Other | 99, Unknown",Refers to the antibiotic class of topical antibiotic(s) administered during admission and/or prescribed on discharge.,Indicate the class of topical antibiotic(s) administered during admission and/or prescribed on discharge,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_corticost,Corticosteroid,,"Corticosteroids (commonly referred to as 'steroids') refers to all types of therapeutic corticosteroid, made in the adrenal cortex (the outer part of the adrenal gland). They are also made in the laboratory. Examples include: prednisolone, prednisone, methyl-prednisolone, dexamethasone, hydrocortisone, fluticasone, betametasone. Topical preparations are not included, but inhaled preparations are included.","Select the corticosteroid(s) administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge.",
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_corticost_route,Corticosteroid route,,"This refers to the part of the body through which or into which, or the way in which, the medicinal product (drug) is introduced. Oral refers to administering by mouth. Inhaled refers to administration through the respiratory route (insufflation into the respiratory tract). IV (intravenous) refers to administering into bloodstream through injection into a vein. ",Indicate the route of administration for the corticosteroid.,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_anticoaguagent,Anticoagulation,,"An anticoagulant refers to any agent capable of preventing blood clot formation, or platelet aggregation. This includes agents such as heparin, warfarin, aspirin, clopidogrel, and subcutaneously administered anticoagulants, among many others. Topical preparations are not included.","Select the anticoagulant(s) administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge.",
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_anticoaguagent_route,Anticoagulation route,"1, Oral | 2, Subcutaneous | 3, IV | 99, Unknown","This refers to the part of the body through which or into which, or the way in which, the medicinal product (drug) is introduced. Oral refers to administering by mouth. Subcutaneous refers to administration under the skin of liquid medication, nutrient, or other fluid through a hollow needle piercing the skin. IV (intravenous) refers to administering into bloodstream through injection into a vein. ",Indicate the route of administration for the corticosteroid.,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_anticoaguagent_ind,Anticoagulation indication,"1, Therapeutic (treatment of DVT/PE) | 2, Enhanced prophylaxis for infection with pathogen of interest | 3, Routine inpatient prophylaxis | 99, Unknown",This refers to the indication of the anticoagulant(s).,Select the single most appropriate option corresponding to the indication of the anticoagulant(s).,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_antifungagent,Antifungal agent,,"Refers to any agent(s) inhibiting the growth of or killing fungi, prescribed specifically to treat a suspected or confirmed fungal infection.","Select the antifungal agent(s) administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge.",
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_inotropesvasopressor,Inotropes / vasopressor,"1, Vasopressin | 2, Phenylephrine | 3, Epinephrine | 4, Norepinephrine | 5, Dopamine | 6, Angiotensin-II | 7, Terlipressin | 88, Other","This refers to continuous use of a vasopressor or inotrope for at least one hour. Agents include norepinephrine, epinephrine, vasopressin, terlipressin and phenylephrine. Commonly used 'positive' inotropes include dobutamine, dopamine, milrinone and adrenaline (epinephrine).","Select the vasopressor or inotrope agent administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge.",
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_analgesi,Analgesic agent,"1, Paracetamol | 2, NSAIDs | 3, Opiates | 4, Ketamine | 88, Other | 99, Unknown","This refers to any agents that alleviate pain without loss of consciousness. These include opioid, non-opioid and adjuvant analgesic agents.","Indicate the analgesic agent(s) administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge.",
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_analgesic_route,Analgesic agent route,"1, Oral | 2, Subcutaneous | 3, IV | 4, IM | 5, Rectal | 6, Topical | 7, Sublingual | 99, Unknown","This refers to the part of the body through which or into which, or the way in which, the medicinal product (drug) is introduced / administered. Oral refers to administering by mouth. Inhaled refers to administration through the respiratory route (insufflation into the respiratory tract). Subcutaneous refers to administration under the skin through a through a hollow needle piercing the skin surface. IV (intravenous) refers to administering into bloodstream through injection into a vein. IM (intramuscular) refers to administration into a muscle through a hollow needle piercing the muscle and any tissue covering it. Rectal refers to administration into into the gastrointestinal tract by insertion into the rectum. Topical refers to administration by application of drug preparations to the surfaces of the body, especially the skin or mucous membranes. Sublingual refers to administration of a drug beneath the tongue.",Indicate the route of administration for the analgesic agent(s).,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_antipruritic,Antipruritic agent,"1, Hydrocortisone | 2, Calamine | 3, Antihistamines | 4, Hydroxyzine | 88, Other | 99, Unknown",This refers to any agent(s) that relieve itching (pruritus).,"Select the antipruritic agent(s) administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge.",
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_antipruritic_route,Antipruritic agent route,"1, Topical | 2, Oral | 3, IV | 4, IM | 99, Unknown","This refers to the part of the body through which or into which, or the way in which, the medicinal product (drug) is introduced / administered. Oral refers to administering by mouth. Inhaled refers to administration through the respiratory route (insufflation into the respiratory tract). IV (intravenous) refers to administering into bloodstream through injection into a vein. IM (intramuscular) refers to administration into a muscle through a hollow needle piercing the muscle and any tissue covering it. Topical refers to adminstration by application of drug preparations to the surfaces of the body, especially the skin or mucous membranes. ",,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_immunosupp,Immunosuppressive drugs (non-steroid),,This refers to a patient who is known to have taken prescribed medications that are known to have an immunosuppressing effect (excluding steroids/corticosteroids).,Select the single most appropriate option corresponding to the indication of the immunosuppressant(s).,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_immunosupp_route,Immunosuppressive drugs (non-steroid) route,"1, Oral | 2, IV | 4, Inhaled | 99, Unknown","This refers to the part of the body through which or into which, or the way in which, the medicinal product (drug) is introduced. Oral refers to administering by mouth. Subcutaneous refers to administration under the skin of liquid medication, nutrient, or other fluid through a hollow needle piercing the skin. IV (intravenous) refers to administering into bloodstream through injection into a vein. ",Indicate the route of administration for the immunosuppressant(s).,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_ivig,Type of intravenous immunoglobulin,"1, Polyclonal immunoglobulin | 2, Specific immunoglobulin | 88, Other | 99, Unknown",This refer to the type of intravenous immunoglobulin. ,Select the single most appropriate option which represents the type of intravenous immunoglobulin administered.,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_ivig_oth,Specify other type of intravenous immunoglobulin,,"If 'Other', specify the type of intravenous immunoglobulin. ",Specify the type of intravenous immunoglobulin. ,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_medstartdate,Date agent started / first dose,,This refers to the date the medication was started / first dose was administered. ,Enter the date in DD/MM/YYYY format.,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_medongoing,Therapy ongoing?,"1, Yes | 2, No | 99, Unknown",This refers to ongoing therapy with medication being used to treat the disease caused by the pathogen of interest.,Indicate if there is ongoing therapy with medication being used to treat the disease caused by the pathogen of interest.,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_medenddate,Date agent ended / last dose,,This refers to the date the medication was stopped / last dose was administered. ,Enter the date in DD/MM/YYYY format.,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_numdays,Total number of days treatment given,,This refers to the total number of days for which a dose was received or instructed to take on discharge prescription.,Enter the total number of days for which a dose was received or instructed to take on discharge prescription.,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_stopreason,Reasons for treatment stopping ,"1, Improvements | 2, Deterioration | 3, Death | 4, Other adverse events | 88, Other | 99, Unknown",This refers to the reason for stopping treatment.,Select the single most appropriate option corresponding to the reason for stopping treatment. ,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_stopreasonoth,If other: Please specify,,This refers to the reason for stopping treatment.,"If Other, please specify the reason for stopping treatment.",
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_frequency,Frequency,,"Refers to the frequency of specified medicine administration in a 24-hour period (00:00 to 24:00 hours). Examples include 'every 4 hours', 'twice daily' etc.",,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_dose,Dose,,"This refers to the dosage of the medication administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge.",Write the dose; do not include units as this is asked in the following question.,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_units,Units,,"This refers to the dosage of the medication administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge.",Write the units of the dosage.,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_numdoses,Total number of doses (Number of times the drug was injected / swallowed / infused / inserted / applied / inhaled) ,,"This refers to the total number of doses of the medication which administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge. ","Write the total number of doses of the medication. If the same medication was administered through different routes, indicate the total number of doses from all routes of administration (injected / swallowed / infused / inserted / applied / inhaled).",
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_offlab,Was this an off-label or compassionate use of the medication?,"1, Yes | 0, No | 99, Unknown",This refers to the practice of prescribing or using a drug or a vaccine for an indication that is not specified in the national regulatory licensing.,Select 'Yes' if this medication was used for an indication that is not specified in the national regulatory licensing.,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_offlab_spec1,Specify the off-label or compassionate use medication,,This refers to the practice of prescribing or using a drug or a vaccine for an indication that is not specified in the national regulatory licensing.,Specify medication which was used for an indication that is not specified in the national regulatory licensing.,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_yn,Were clinical pathogen samples taken on this day?,"1, Yes | 0, No",This refers to collection of a clinical specimen for pathogen testing.,"Indicate 'Yes', if a clinical sample was collected for pathogen testing. Indicate 'No', if no clinical samples were collected for pathogen testing.",
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_reasno,If no: Specify reason(s),,This refers to collection of a clinical specimen for pathogen testing.,"If 'No', specify the reason for which clinical samples were not collected for pathogen testing on this day. ",
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_collectiondate,Collection date,,This refers to the date of collection of a clinical specimen for pathogen testing.,Write the date in which samples were collected. This may be different to the day in which the results are reported. Use DD/MM/YYYY format.,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_biospecimentype,Biospecimen type,,This refers to the type of a clinical specimen collected for pathogen testing. Nasal / Nasopharyngeal (NP) swab refers to collection biological material from within the nasal passages/nasopharynx. Throat swab refers to collection biological material from within the throat/oropharynx. Combined nasal/NP + throat swab refers to collection using both nasal / nasopharyngeal (NP) swab and throat swab. Sputum refers to material coughed up from the lungs and expectorated via the mouth. Bronchoalveolar Lavage (BAL) refers to washing out of the lungs with saline or mucolytic agents for diagnostic or therapeutic purposes. Endotracheal aspirate (ETA) refers to collection of specimen from endotracheal tube. Eye swab refers to collection of biological sample from the surface of the eye. Lesion swab refers to collection of biological sample from a lesion on the skin or mucous membrane. Semen refers to the secretion of male reproductive organs discharged upon ejaculation. Faeces / rectal swab refers to biological sample collected from faecal matter or from the rectum by swabbing. ,Select the single most appropriate option that represents the type of clinical specimen collected for pathogen testing.,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_biospecimentypeoth,If other: Specify biospecimen type,,This refers to the type of a clinical specimen collected for pathogen testing.,"If 'Other', specify the type of clinical specimen collected for pathogen testing.",
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_labtestmethod,Lab test method,"1, PCR | 2, IgG | 3, Culture | 4, IgM | 6, RDT | 5, Antigen detection | 99, Unknown",This refers to the laboratory method used to test for the pathogen. ,Select the single most appropriate option that represents the laboratory method used to test for the pathogen.,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_pathtested,Pathogen tested / detected,,This refers to the pathogen(s) tested for using the biological sample. ,Indicate the pathogen(s) which were tested for using the biological sample. ,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_result,Pathogen test result,"1, Detected | 0, Not detected | 2, Equivocal | 99, Unknown",This refers to the results of the pathogen(s) tested for using the biological sample. ,Select the single most appropriate option that represents results of the pathogen(s) tested for using the biological sample.,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_ctvalue,C​ycle threshold (C​T​)​  value,,This refers to the cycle threshold (CT) for nucleic acid detection in specimen using real-time polymerase chain reaction.,Indicate the CT value. ,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_genrep,Sequence available in genomic data repository,,This refers to availability of the pathogen genomic sequence in a data repository.,Indicate 'Yes' if the sequence is available in a genomic data repository.,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_genrep_yn,Sequence available in genomic data repository,"1, Yes | 0, No",This refers to availability of the pathogen genomic sequence in a data repository.,Indicate 'Yes' if the sequence is available in a genomic data repository.,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_genrep_db,Genomic repository,,Refers to the genomic repository which contains the pathogen sequence data.,Select the genomic repository which contains the pathogen sequence data.,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_genrep_ref,Repository sequence identifier,,Refers to the identifier of the sequence in the repository.,Write the identiifer of the sequence in the genomic repository.,
photographs,PHOTOGRAPHS,photo_date,Date of Image,,Refers to date when the image was captured. ,Enter the date in DD/MM/YYYY format.,
photographs,PHOTOGRAPHS,photo_type,What is being photographed?,"1, Skin lesion | 2, Mucosal lesion | 88, Other | 99, Unknown",Refers to type of pathology being captured in the photograph. ,Select the single most appropriate option that represents the type of pathology being captured in the photograph.,
photographs,PHOTOGRAPHS,photo_upload,Upload image here,,,,
photographs,PHOTOGRAPHS,photo_loc,What part of the body is photographed?,"1, Head, neck or face | 2, Inside of mouth | 3, Front torso | 4, Back torso | 5, Right arm or hand | 6, Left arm or hand | 7, Peri-anal | 8, Pubic region | 9, Right leg or foot | 10, Left leg or foot | 88, Other | 99, Unknown",Refers to the part of the body being captured in the photograph.,Select the single most appropriate option that represents the part of the body being captured in the photograph.,
photographs,PHOTOGRAPHS,photo_loc_oth,Specify other location,,"Refers to the part of the body being captured in the photograph, not specified above.","If 'Other', specify the part of the body being captured in the photograph, not specified above.",
photographs,PHOTOGRAPHS,photo_sampleyn,Was a sample of the photographed area taken?,"1, Yes | 2, No | 99, Unknown",Refers to a biological sample of the photographed part of the body. ,Indicate 'Yes' if a biological sample of the photographed part of the body was taken. ,
photographs,PHOTOGRAPHS,photo_sampleid,Please enter the sample ID,,Refers to identification number (ID) of the sample. ,Write the sample ID.,
photographs,PHOTOGRAPHS,photo_desc,Please provide any other relevant additional description of the photo or it's location.,,"Refers to any other relevant additional description of the photo or it's location, not specified above.",,
outcome,DIAGNOSIS,diagn_primary,Primary diagnosis (clinical condition),,,,
outcome,DIAGNOSIS,diagn_primary_type,Type of diagnosis ," 1, Clinical diagnosis | 2, Lab-confirmed | 3, Radiologically confirmed (e.g., chest X-ray, CT) | 99, Unknown |88, Other",,,
outcome,DIAGNOSIS,diagn_secondary,Secondary diagnosis,,,,
outcome,DIAGNOSIS,diagn_secondary_type,Type of diagnosis ," 1, Clinical diagnosis | 2, Lab-confirmed | 3, Radiologically confirmed (e.g., chest X-ray, CT) | 99, Unknown |88, Other",,,
outcome,DIAGNOSIS,diagn_additional,Additional diagnosis,,,,
outcome,DIAGNOSIS,diagn_additional_type,Type of diagnosis ," 1, Clinical diagnosis | 2, Lab-confirmed | 3, Radiologically confirmed (e.g., chest X-ray, CT) | 99, Unknown |88, Other",,,
outcome,DIAGNOSIS,diagn_other,Other diagnosis,,,,
outcome,DIAGNOSIS,diagn_other_type,Type of diagnosis ," 1, Clinical diagnosis | 2, Lab-confirmed | 3, Radiologically confirmed (e.g., chest X-ray, CT) | 99, Unknown |88, Other",,,
outcome,DIAGNOSIS,diagn_influenza,INFLUENZA,,,,
outcome,DIAGNOSIS,diagn_influenza_test,Influenza,"1, Lab confirmed | 0, Lab negative | 2, Not tested and no clinical diagnosis | 3, Not tested and clinically diagnosed | 99, Unknown",Refers to the method of identifying or excluding an infection with the influenza virus during this patient's admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with influenza virus in this admission.,
outcome,DIAGNOSIS,diagn_influenza_type,Influenza type,"1, A-not typed | 2, A/H3N2 | 3, A/H1N1pdm09 | 4, A/H7N9 | 5, A/H5N1 | 6, B | 88, Other",Refers to the type of Influenza virus detected in this admission.,Select the single most appropriate option that represents the type of Influenza virus detected in this admission.,
outcome,DIAGNOSIS,diagn_influenza_other,If other: Specify other influenza type,,Refers to the type of Influenza virus detected in this admission.,If 'Other' specify the type of Influenza virus detected in this admission.,
outcome,DIAGNOSIS,diagn_influenza_resist,Oseltamivir resistance identified,"1, Yes | 0, No | 99, Unknown",Refers to identification of Oseltamivir resistance.,Indicate 'Yes' if oseltamivir resistance was identified. ,
outcome,DIAGNOSIS,diagn_rsv,Respiratory Syncytial Virus (RSV),"1, Lab confirmed | 0, Lab negative | 2, Not tested | 99, Unknown",Refers to the method of identifying or excluding an infection with RSV in this admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with RSV in this admission.,
outcome,DIAGNOSIS,diagn_covid,SARS-CoV-2 (COVID-19),"1, Lab confirmed | 0, Lab negative | 2, Not tested and no clinical diagnosis | 3, Not tested and clinically diagnosed | 99, Unknown",Refers to the method of identifying or excluding an infection with SARS-CoV-2 (COVID-19) during this patient's admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with SARS-CoV-2 (COVID-19) in this admission.,
outcome,DIAGNOSIS,diagn_adenovirus,Adenovirus,"1, Lab confirmed | 0, Lab negative | 2, Not tested | 99, Unknown",Refers to the method of identifying or excluding an infection with Adenovirus in this admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with Adenovirus in this admission.,
outcome,DIAGNOSIS,diagn_mpox,MPOX,,,,
outcome,DIAGNOSIS,diagn_mpox_test,Mpox,"1, Lab confirmed | 0, Lab negative | 2, Not tested and no clinical diagnosis | 3, Not tested and clinically diagnosed | 99, Unknown",Refers to the method of identifying or excluding an infection with Mpox virus in this admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with Mpox virus in this admission.,
outcome,DIAGNOSIS,diagn_mpox_clade,Mpox clade,"1, Ia | 2, Ib | 3, I sub-type unknown | 4, IIa | 5, IIb | 6, II sub-type unknown | 7, Not done | 99, Unknown| 88, Other",Refers to the clade of Mpox virus identified during mpox testing.,Select the single most appropriate option that represents the clade of Mpox virus identified during mpox testing.,
outcome,DIAGNOSIS,diagn_mpox_clade_other,Specify other mpox clade,,Refers to the clade of Mpox virus identified during mpox testing.,"If 'Other', write the clade of Mpox virus identified during mpox testing.",
outcome,DIAGNOSIS,diagn_chickenpox,Chickenpox / varicella,"1, Lab confirmed | 0, Lab negative | 2, Not tested and no clinical diagnosis | 3, Not tested and clinically diagnosed | 99, Unknown",Refers to the method of identifying or excluding an infection with chickenpox virus (Varicella-zoster virus) in this admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with chickenpox virus (Varicella-zoster virus) in this admission.,
outcome,DIAGNOSIS,diagn_hsv,Herpes simplex virus,"1, Lab confirmed | 0, Lab negative | 2, Not tested and no clinical diagnosis | 3, Not tested and clinically diagnosed | 99, Unknown",Refers to the method of identifying or excluding an infection with herpes simplex virus in this admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with herpes simplex virus in this admission.,
outcome,DIAGNOSIS,diagn_hiv,HIV,"1, Lab confirmed | 0, Lab negative | 2, Not tested and no clinical diagnosis | 3, Not tested and clinically diagnosed | 99, Unknown",Refers to the method of identifying or excluding an infection with human immunodeficiency virus (HIV) in this admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with human immunodeficiency virus (HIV) in this admission.,
outcome,DIAGNOSIS,diagn_hivvl,If lab confirmed: Most recent HIV viral load (copies/mL),,Defined as the most recent laboratory-based HIV viral load available expressed in copies/mL.,Indicate the most recent laboratory-based HIV viral load available expressed in copies/mL.,
outcome,DIAGNOSIS,diagn_hepatitis,HEPATITIS,,,,
outcome,DIAGNOSIS,diagn_hepatitis_test,Hepatitis viruses,"1, Lab confirmed | 0, Lab negative | 2, Not tested | 99, Unknown",Refers to the method of identifying or excluding an acute infection with a hepatitis virus in this admission.,Select the single most appropriate option corresponding to the method of identifying or excluding an acute infection with a hepatitis virus in this admission.,
outcome,DIAGNOSIS,diagn_hepatitis_type,Hepatitis type,"1, A | 2, B | 3, C | 4, D | 5, E | 88, Other","This refers to both DNA and RNA viruses as well viruses from humans and animals, following a non-taxonomic classification of unrelated viruses, that cause liver inflammation and dysfunction.","If 'Lab confirmed' Hepatitis virus infection, select the single most appropriate option corresponding to the type of Hepatitis virus detected.",
outcome,DIAGNOSIS,diagn_hepatitist_other,If other: Specify other hepatitis type,,"This refers to both DNA and RNA viruses as well viruses from humans and animals, following a non-taxonomic classification of unrelated viruses, that cause liver inflammation and dysfunction.","If 'Other', specify the type of Hepatitis virus. ",
outcome,DIAGNOSIS,diagn_dengue,DENGUE,,,,
outcome,DIAGNOSIS,diagn_dengue_test,Dengue virus infection,"1, Lab confirmed | 0, Lab negative | 2, Not tested and no clinical diagnosis | 3, Not tested and clinically diagnosed | 99, Unknown",Refers to the method of identifying or excluding an acute infection with a Dengue virus in this admission.,Select the single most appropriate option corresponding to the method of identifying or excluding an acute infection with a Dengue virus in this admission. If the test was not performed Select 'Unknown'.,
