Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
diagn_dengue_igg,resultado,DIAGNÓSTICO,Prueba combinada NS1/IgM/IgG (RDT) - IgG primera muestra,"1, Positivo | 0, Negativo | 99, Desconocido",Se refiere a un anticuerpo IgG contra el dengue en la prueba de diagnóstico rápido combinada (NS1/IgM/IgG).,Indique «Positivo» o «Negativo» según el resultado. Seleccione «Desconocido» si no se ha realizado la prueba.
diagn_dengue_elisa,resultado,DIAGNÓSTICO,NS1 ELISA primera muestra,"1, Positivo | 0, Negativo | 99, Desconocido",Puede sustituirse por información de la PDR si es necesario.,Indique «Positivo» o «Negativo» según el resultado. Seleccione «Desconocido» si no se ha realizado la prueba.
diagn_dengue_fsdate,resultado,DIAGNÓSTICO,IgM/IgG ELISA fecha de la primera muestra,,Se refiere a la fecha en que se recogió la primera muestra. ,Introduzca la fecha en formato DD/MM/AAAA.
diagn_dengue_fsigm,resultado,DIAGNÓSTICO,IgM ELISA primera muestra,"1, Positivo | 0, Negativo | 99, Desconocido",Se puede sustituir por información de la PDR si es necesario.,Indique «Positivo» o «Negativo» según el resultado. Seleccione «Desconocido» si no se ha realizado la prueba.
diagn_dengue_fsigg,resultado,DIAGNÓSTICO,IgG ELISA primera muestra,"1, Positivo | 0, Negativo | 99, Desconocido",Se puede sustituir por información de la PDR si es necesario.,Indique «Positivo» o «Negativo» según el resultado. Seleccione «Desconocido» si no se ha realizado la prueba.
diagn_dengue_ns1sec,resultado,DIAGNÓSTICO,NS1 ELISA segunda muestra,"1, Positivo | 0, Negativo | 99, Desconocido",Se puede sustituir por información de la PDR si es necesario.,Indique «Positivo» o «Negativo» según el resultado. Seleccione «Desconocido» si no se ha realizado la prueba.
diagn_dengue_ssdate,resultado,DIAGNÓSTICO,IgM/IgG ELISA segunda muestra fecha,,Se refiere a la fecha en que se recogió la primera muestra.,Introduzca la fecha en formato DD/MM/AAAA.
diagn_dengue_ssigm,resultado,DIAGNÓSTICO,IgM ELISA segunda muestra,"1, Positivo | 0, Negativo | 99, Desconocido",Se puede sustituir por información de la PDR si es necesario.,Indique «Positivo» o «Negativo» según el resultado. Seleccione «Desconocido» si no se ha realizado la prueba.
diagn_dengue_ssigg,resultado,DIAGNÓSTICO,IgG ELISA segunda muestra,"1, Positivo | 0, Negativo | 99, Desconocido",Se puede sustituir por información de la PDR si es necesario.,Indique «Positivo» o «Negativo» según el resultado. Seleccione «Desconocido» si no se ha realizado la prueba.
diagn_dengue_pcr,resultado,DIAGNÓSTICO,PCR para dengue,"1, Positivo | 0, Negativo | 99, Desconocido",Se refiere a la prueba de reacción en cadena de la polimerasa (PCR) para el virus del dengue.,Indique «Positivo» o «Negativo» según el resultado. Seleccione «Desconocido» si no se ha realizado la prueba.
diagn_dengue_pcrtyp,resultado,DIAGNÓSTICO,Tipo de virus del dengue,"1, DENV1 | 2, DENV2 | 3, DENV3 | 4, DENV4","Se refiere a la etiqueta del serotipo de la especie viral del virus del dengue, que es un virus de ARN de cadena simple y sentido positivo de la familia Flaviviridae y el género Flavivirus, detectado mediante la prueba PCR.",Seleccione la opción más adecuada que represente la etiqueta del serotipo de la especie viral del virus del dengue detectada mediante la prueba PCR.
diagn_bacte,resultado,DIAGNÓSTICO,Infección bacteriana (especificar),,Se refiere al método de identificación o exclusión de una infección bacteriana en esta admisión.,Seleccione la opción más adecuada que represente el método de identificación o exclusión de una infección bacteriana en esta admisión.
diagn_bacte_cont,resultado,DIAGNÓSTICO,Infección bacteriana (si se confirma en laboratorio),"1, Adquirido en la comunidad | 2, Adquirido en el hospital | 99, Desconocido",Se refiere al método de identificación o exclusión de una infección bacteriana en esta admisión.,Seleccione la opción más adecuada que represente el método de identificación o exclusión de una infección bacteriana en esta admisión.
diagn_pathounlist,resultado,DIAGNÓSTICO,Otros patógenos detectados,"1, Sí | 0, No | 99, Desconocido",Se refiere a la detección de otros patógenos no enumerados anteriormente.,Especifique otros patógenos detectados que no figuran en la lista anterior.
diagn_pathounlist_cont,resultado,DIAGNÓSTICO,Otros patógenos (si se confirma en laboratorio),"1, Adquirido en la comunidad | 2, Adquirido en el hospital | 99, Desconocido",Se refiere al método para identificar o descartar una infección bacteriana en esta admisión.,Seleccione la opción más adecuada que represente el método de identificación o exclusión de una infección bacteriana en esta admisión.
diagn_clinpneumonia,resultado,DIAGNÓSTICO,¿Se ha diagnosticado neumonía clínica?,"1, Sí | 0, No | 99, Desconocido","La neumonía se refiere a la infección de los pulmones, a menudo acompañada de inflamación.",Indique «Sí» si se diagnosticó clínicamente neumonía en cualquier momento durante la hospitalización.
compl_neurological,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Complicaciones neurológicas,,Se define como cualquier complicación del sistema nervioso.,Indique «Sí» si el paciente experimentó esto en cualquier momento durante la hospitalización.
compl_strokecva,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Accidente cerebrovascular,"1, Sí | 0, No | 99, Desconocido","Se define como la pérdida repentina de la función neurológica secundaria a una hemorragia o isquemia en el parénquima cerebral debido a un evento vascular. El accidente cerebrovascular puede ser un diagnóstico clínico, con o sin hallazgos radiológicos que lo respalden.",Indique «Sí» si el paciente experimentó esto en cualquier momento durante la hospitalización.
compl_severeneuro,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Enfermedad neurológica grave,"1, Sí | 0, No | 99, Desconocido","Se refiere a diversas manifestaciones neurológicas, como meningitis, encefalitis, encefalopatía, convulsiones sintomáticas agudas, hemorragia intracraneal o accidente cerebrovascular y síndrome de Guillain-Barré (SGB). La meningitis es una enfermedad inflamatoria de las leptomeninges, los tejidos que rodean el cerebro y la médula espinal, y se define por un número anormal de glóbulos blancos en el líquido cefalorraquídeo (LCR) en un contexto clínico adecuado, con o sin hallazgos radiológicos que lo respalden. La encefalitis se refiere a la inflamación del cerebro. En comparación con la meningitis, en la encefalitis se esperan anomalías en la función cerebral, incluyendo alteración del estado mental, déficits motores o sensoriales, alteración del comportamiento y cambios de personalidad, y trastornos del habla o del movimiento. Se define por una alteración del estado mental que dura al menos 24 horas, junto con dos de los siguientes criterios: fiebre documentada >/= 38 °C (100,4 °F); recuento de glóbulos blancos (WBC) en el líquido cefalorraquídeo (LCR) >/= 5  células/mm^3; convulsiones generalizadas o parciales no atribuibles en su totalidad a un trastorno convulsivo preexistente; aparición nueva de hallazgos neurológicos focales; presencia de una lesión aguda compatible en neuroimagen; anomalía en la electroencefalografía compatible con encefalitis y no atribuible a otra causa. Según lo descrito por el Consorcio Internacional de Encefalitis de 2013. Las convulsiones se definen como una anomalía intermitente de la fisiología del sistema nervioso caracterizada por la aparición transitoria de movimientos repentinos, violentos e irregulares del cuerpo, causados por la contracción involuntaria de los músculos debido a una actividad neuronal anómala, excesiva o sincrónica en el cerebro. No es necesario que haya antecedentes de epilepsia. El accidente cerebrovascular se refiere a la pérdida repentina de la función neurológica secundaria a una hemorragia o isquemia en el parénquima cerebral debido a un evento vascular. El accidente cerebrovascular puede ser un diagnóstico clínico, con o sin hallazgos radiológicos que lo respalden. La hemorragia intracraneal se refiere a la hemorragia o sangrado que se produce dentro del cráneo. La hemorragia intracraneal abarca cuatro tipos generales de hemorragia: hemorragia epidural, hemorragia subdural, hemorragia subaracnoidea y hemorragia intraparenquimatosa. El síndrome de Guillain-Barré se refiere a un trastorno autoinmune de progresión rápida del sistema nervioso periférico que se caracteriza por parestesia en las extremidades, arreflexia y debilidad muscular generalizada o parálisis que a menudo comienza en las piernas y se extiende a los brazos, el torso y la cara. Las características necesarias incluyen debilidad progresiva de los brazos y/o las piernas, que va desde una debilidad mínima de las piernas hasta la parálisis total de las cuatro extremidades, incluyendo el tronco, los músculos bulbares y faciales, y oftalmoplejía externa; y arreflexia o disminución de los reflejos tendinosos profundos en las extremidades débiles. Las características secundarias incluyen progresión de los síntomas durante días o hasta cuatro semanas; síntomas relativamente simétricos y bilaterales; dolor en el tronco o las extremidades; síntomas o signos de los nervios craneales; disfunción autonómica; disfunción sensorial leve; ausencia de fiebre al inicio de los síntomas; LCR con proteína elevada y recuento leucocitario normal o ligeramente elevado (normalmente <5 células/mm3); anomalías electrodiagnósticas compatibles con el SGB; recuperación a partir de dos a cuatro semanas después de la detención de la progresión.",Indique «Sí» si el paciente experimentó esto en cualquier momento durante la hospitalización.
compl_encephalopathy,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Encefalopatía,"1, Sí | 0, No | 99, Desconocido","La encefalopatía se refiere en términos generales a la disfunción cerebral que puede deberse a un trastorno funcional y/o estructural causado por una variedad de etiologías, incluyendo enfermedades de otros sistemas orgánicos (por ejemplo, enfermedad hepática, enfermedad renal), medicamentos, productos químicos y lesiones. Se presenta con una variedad de síntomas que incluyen alteración del estado mental, confusión, pérdida de memoria y cambios de comportamiento.",Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.
compl_seizure,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Convulsiones,"1, Sí | 0, No | 99, Desconocido","Se define como una anomalía intermitente de la fisiología del sistema nervioso caracterizada por la aparición transitoria de movimientos repentinos, violentos e irregulares del cuerpo, causados por la contracción involuntaria de los músculos debido a una actividad neuronal anómala, excesiva o sincrónica en el cerebro. No es necesario que haya antecedentes de epilepsia.",Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.
compl_focalneuro,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Signos neurológicos focales,"1, Sí | 0, No | 99, Desconocido","Se define como una alteración de la función nerviosa, de la médula espinal o del cerebro que afecta a una región específica del cuerpo, por ejemplo, debilidad en el brazo izquierdo, la pierna derecha, paresia o plegia, identificada en un examen neurológico.",Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.
compl_encephalitis,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Encefalitis,"1, Sí | 0, No | 99, Desconocido","La encefalitis se refiere a la inflamación del cerebro. Se define por un estado mental alterado que dura 24 horas o más, junto con dos de los siguientes criterios: fiebre documentada superior o igual a 38 °C (100,4 °F); recuento de glóbulos blancos (WBC) en el líquido cefalorraquídeo (LCR) superior o igual a 5/mm³; convulsiones generalizadas o parciales no atribuibles en su totalidad a un trastorno convulsivo preexistente; aparición nueva de hallazgos neurológicos focales; presencia de una lesión aguda compatible en neuroimagen; anomalía en la electroencefalografía compatible con encefalitis y no atribuible a otra causa. Según lo descrito por el Consorcio Internacional de Encefalitis de 2013.",Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.
compl_meningitis,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Meningitis,"1, Sí | 0, No | 99, Desconocido","La meningitis se define por un número anormal de glóbulos blancos en el líquido cefalorraquídeo (LCR) en un contexto clínico adecuado, con o sin hallazgos radiológicos que lo respalden.",Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.
compl_gbs,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Síndrome de Guillain-Barré (SGB),"1, Sí | 0, No | 99, Desconocido","Se refiere a un trastorno autoinmune de progresión rápida del sistema nervioso periférico caracterizado por parestesias en las extremidades, arreflexia y debilidad muscular generalizada o parálisis que a menudo comienza en las piernas y se extiende a los brazos, el tronco y la cara.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_cnsinf,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Infección del SNC,"1, Sí | 0, No | 99, Desconocido","Se refiere a un proceso infeccioso que afecta al cerebro y/o la médula espinal, y puede incluir encefalitis, poliomielitis, aracnoiditis y meningitis.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_cvs,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Complicaciones cardiovasculares,,Se define como cualquier complicación del sistema cardiovascular.,Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_myocardial,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Infarto de miocardio,"1, Sí | 0, No | 99, Desconocido","Se define como isquemia miocárdica que provoca lesión/necrosis, diagnosticada por hallazgos clínicos, alteraciones en el electrocardiograma y elevación de las enzimas cardíacas.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_cardiacisc,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Isquemia cardíaca,"1, Sí | 0, No | 99, Desconocido","Se define como la disminución del suministro de sangre y oxígeno al músculo cardíaco, indicada por una sintomatología típica (por ejemplo, dolor torácico) y confirmada por un electrocardiograma (que muestra cambios isquémicos, por ejemplo, depresión o elevación del ST) y/o elevación de las enzimas cardíacas (por ejemplo, aumento de la troponina I).",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_endocardit,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Endocarditis,"1, Sí | 0, No | 99, Desconocido","Se refiere a una inflamación del endocardio (revestimiento interno del corazón). A menudo está causada por un trastorno primario o por microorganismos, como bacterias, virus, hongos y rickettsias. El diagnóstico de la endocarditis infecciosa se realiza según los criterios de Duke modificados, utilizando pruebas microbiológicas, ecocardiogramas y signos clínicos.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_cardiomyop,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Miocardiopatía,"1, Sí | 0, No | 99, Desconocido","Se refiere a trastornos estructurales y funcionales del miocardio que se diagnostican comúnmente mediante ecocardiografía. La miocardiopatía puede ser primaria (genética) o secundaria (por ejemplo, tras un infarto de miocardio).",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_chf,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Insuficiencia cardíaca congestiva,"1, Sí | 0, No | 99, Desconocido","Se define como la incapacidad del corazón para bombear una cantidad de sangre suficiente para satisfacer las necesidades de los tejidos del organismo, lo que provoca congestión tisular y edema. Los signos y síntomas incluyen dificultad para respirar, edema con fóvea, hígado agrandado y sensible, venas del cuello distendidas y estertores pulmonares. Existen muchas formas de evaluar la función cardíaca (por ejemplo, ecocardiografía, cateterismo cardíaco derecho, pruebas funcionales y pruebas bioquímicas de apoyo). Sin embargo, no existe una prueba diagnóstica para la insuficiencia cardíaca, ya que se trata en gran medida de un diagnóstico clínico basado en una historia clínica y una exploración física minuciosas.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_cardiarrhy,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Arritmia cardíaca,"1, Sí | 0, No | 99, Desconocido","Se refiere a cualquier variación de la frecuencia o el ritmo normal (que puede incluir el origen del impulso y/o su propagación posterior) del corazón, confirmada mediante monitorización electrocardiográfica.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_cardiarrest,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Paro cardíaco,"1, Sí | 0, No | 99, Desconocido","El paro cardiorrespiratorio o paro circulatorio se define como la interrupción repentina de la actividad cardíaca en una persona que no responde, no respira normalmente y no presenta signos de circulación.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_myocarditis,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Miocarditis,"1, Sí | 0, No | 99, Desconocido","Se refiere a la inflamación del tejido muscular del corazón (miocarditis) o a un proceso inflamatorio que afecta al pericardio (pericarditis). Se puede diagnosticar clínicamente, con la ayuda de un ecocardiograma, un electrocardiograma, pruebas de laboratorio o radiológicas.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_pericarditis,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Pericarditis,"1, Sí | 0, No | 99, Desconocido","Se refiere a la inflamación del tejido muscular del corazón (miocarditis) o a un proceso inflamatorio que afecta al pericardio (pericarditis). Puede diagnosticarse clínicamente, con la ayuda de un ecocardiograma, un electrocardiograma, pruebas de laboratorio o radiológicas.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_respiratory,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Complicaciones respiratorias,,Se define como cualquier complicación del sistema respiratorio.,Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_viralpneum,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Neumonía viral / neumonitis,"1, Sí | 0, No | 99, Desconocido","Se define como neumonitis (neumonía) que se cree que se produce como consecuencia directa de un virus o virus infecciosos. La neumonitis viral puede ser un diagnóstico clínico, con o sin evidencia radiográfica o histopatológica de consolidación pulmonar. Aunque es preferible, la identificación de la especie viral infecciosa no es esencial para establecer el diagnóstico.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_bacpneumo,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Neumonía bacteriana,"1, Sí | 0, No | 99, Desconocido","Se define como neumonía (neumonitis) que se cree que se produce como consecuencia directa de una bacteria infecciosa. Es una infección aguda del parénquima pulmonar causada por bacterias (por ejemplo, Streptococcus pneumoniae, Haemophilus influenzae, Chlamydia pneumoniae, Mycoplasma pneumoniae y Legionella pneumophila). Los signos y síntomas incluyen tos productiva, fiebre, escalofríos, dificultad para respirar y dolor torácico. La neumonía bacteriana puede ser un diagnóstico clínico, con o sin evidencia radiográfica o histopatológica de consolidación pulmonar. Aunque es preferible, la identificación de la especie bacteriana infectante no es esencial para establecer el diagnóstico.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_bacpneumo_acq,outcome,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Neumonía bacteriana adquirida,"1, Adquirido en la comunidad | 2, Adquirido en el hospital | 3, Adquirido con ventilador | 99, Desconocido","Se refiere al entorno en el que se contrajo la neumonía bacteriana: comunidad, hospital, asociada al ventilador o desconocido.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_fungpneumo,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Neumonía fúngica,"1, Sí | 0, No | 99, Desconocido","Se refiere a una infección de los pulmones causada por uno o más hongos endémicos u oportunistas. Entre los hongos endémicos se incluyen Histoplasma capsulatum, Coccidioides immitis, Blastomyces dermatitidis, Paracoccidioides brasiliensis, Sporothrix schenckii y Cryptococcus neoformans, y entre los hongos oportunistas se incluyen las especies Candida, Aspergillus y Mucor.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_fungpneumo_acq,outcome,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Neumonía fúngica adquirida,"1, Adquirido en la comunidad | 2, Adquirido en el hospital | 3, Adquirido con ventilador | 99, Desconocido","Se refiere al entorno en el que se contrajo la neumonía fúngica: comunidad, hospital, asociada al ventilador o desconocido.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_pneumothor,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Neumotórax,"1, Sí | 0, No | 99, Desconocido","Se define como la presencia anómala de aire en la cavidad pleural (entre los pulmones y la pared torácica), que provoca el colapso del pulmón. Se puede diagnosticar clínicamente, normalmente con confirmación radiológica.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_pleuraleff,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Derrame pleural,"1, Sí | 0, No | 99, Desconocido","Se define como el aumento de la cantidad de líquido en la cavidad pleural. Los síntomas incluyen dificultad para respirar, tos y dolor torácico. Suele estar causada por infecciones pulmonares, insuficiencia cardíaca congestiva, tumores pleurales y pulmonares, trastornos del tejido conectivo y traumatismos. Puede diagnosticarse clínicamente, con o sin confirmación radiológica o intervencionista.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_copneumoni,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Neumonía organizativa criptogénica (COP),"1, Sí | 0, No | 99, Desconocido","Se refiere a una enfermedad pulmonar intersticial difusa idiopática, diagnosticada radiológicamente (opacidades consolidadas múltiples o en vidrio esmerilado) o histológicamente (tejido de granulación e infiltrado inflamatorio crónico en los alvéolos). Anteriormente conocida como neumonía organizativa bronquiolitis obliterante (BOOP).",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_bronchioli,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Bronquiolitis,"1, Sí | 0, No | 99, Desconocido","Se refiere a la inflamación de los bronquiolos. En adultos, la bronquiolitis es un término general utilizado para describir una inflamación inespecífica de los bronquiolos caracterizada por la inflamación de los bronquiolos y la acumulación de moco. Suele estar causada por el virus respiratorio sincitial y afecta a los niños. Los signos y síntomas incluyen tos, sibilancias y dificultad para respirar. En la mayoría de los casos, se requiere una biopsia pulmonar abierta o toracoscópica para establecer un diagnóstico definitivo, aunque la confirmación tisular puede no ser necesaria en pacientes con una predisposición clara y hallazgos radiológicos típicos. En lactantes y niños, la bronquiolitis se define como una enfermedad en niños menores de 2 años, caracterizada por sibilancias y obstrucción de las vías respiratorias debido a una infección primaria o reinfección por un patógeno viral o bacteriano, que da lugar a inflamación de las vías respiratorias pequeñas/bronquiolos. Se trata de un diagnóstico clínico, generalmente en niños menores de 2 años.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_ards,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Síndrome de dificultad respiratoria aguda (SDRA),"1, Sí | 0, No | 99, Desconocido","El síndrome de dificultad respiratoria aguda (SDRA) es un edema pulmonar no cardiogénico y un síndrome de inflamación pulmonar difusa que a menudo complica una enfermedad grave. El diagnóstico del SDRA se basa en el cumplimiento de tres criterios: a) Aparición aguda (en el plazo de una semana). b) Opacidades bilaterales en la radiografía de tórax o la tomografía computarizada (TC), o líneas B bilaterales y/o consolidaciones en la ecografía que no se explican completamente por derrames, atelectasias o nódulos/masas. c) Relación PaO2/FiO2 (oxígeno arterial/oxígeno inspirado) ?300 o relación SpO2/FiO2 (saturación pulsioximétrica/oxígeno inspirado) ?315.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_git,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Complicaciones gastrointestinales,,Definido como cualquier complicación del sistema gastrointestinal.,Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_ascite,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Ascitis,"1, Sí | 0, No | 99, Desconocido","Se refiere al aumento patológico de la cantidad de líquido en la cavidad abdominal (ascitis). Puede diagnosticarse clínicamente, con o sin confirmación radiológica o intervencionista. Los síntomas asociados a la ascitis incluyen aumento del perímetro abdominal, malestar y distensión abdominal, dificultad para respirar.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_pancreatit,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Pancreatitis,"1, Sí | 0, No | 99, Desconocido","Se refiere a la inflamación aguda del páncreas. La pancreatitis aguda se diagnostica clínicamente con pruebas bioquímicas (por ejemplo, amilasa sérica o lipasa sérica) y/o radiológicas y/o histológicas. Todas las pruebas deben considerarse en conjunto, ya que ninguna característica por sí sola es diagnóstica de pancreatitis aguda.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_acutehepat,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Hepatitis aguda,"1, Sí | 0, No | 99, Desconocido","Se refiere a una lesión hepática aguda causada por una inflamación que provoca fiebre, dolor abdominal e ictericia acompañada de un aumento de las pruebas de función hepática (actividad de la alanina transaminasa sérica (ALT) y/o de la aspartato transaminasa (AST)). Las etiologías incluyen hepatitis viral, fármacos, toxinas y trastornos autoinmunitarios.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_severeliver,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Enfermedad hepática grave (de nueva aparición),"1, Sí | 0, No | 99, Desconocido","Se define como cirrosis de nueva aparición e hipertensión portal con hemorragia varicosa, ascitis, ictericia o estado postrasplante de hígado.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_hepaticenc,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Encefalopatía hepática (cualquier grado),"1, Sí | 0, No | 99, Desconocido",Se refiere a un síndrome neuropsiquiátrico causado por insuficiencia hepática avanzada y/o derivación portosistémica sin evidencia de otra enfermedad neurológica primaria. Las características clínicas incluyen letargo; confusión (que puede progresar a coma); asterixis; nistagmo patológico; reflejos oculovestibulares vivos; postura decortical y decerebrada; espasticidad muscular; y reflejos plantares extensores bilaterales.,Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_jaundice,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Ictericia,"1, Sí | 0, No | 99, Desconocido","Se refiere a una manifestación clínica de hiperbilirrubinemia, caracterizada por una coloración amarillenta de la piel, las membranas mucosas y/o la esclerótica. ",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_liverdysfu,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Disfunción hepática,"1, Sí | 0, No | 99, Desconocido","Se refiere a un hallazgo que indica una función hepática anómala, y puede referirse a cualquiera de los siguientes: ictericia; hiperbilirrubinemia (nivel de bilirrubina en sangre dos veces superior al límite superior del rango normal); aumento de la alanina transaminasa (ALT) o de la aspartato transaminasa (AST) dos veces superior al límite superior del rango normal.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.
compl_heme,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Complicaciones hematológicas,,Se define como cualquier complicación del sistema hematológico.,Indique «Sí» si el paciente lo ha experimentado en algún momento durante la hospitalización.
compl_thrombemb,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Tromboembolia,"1, Sí | 0, No | 99, Desconocido",Definido como la oclusión de la luz de un vaso sanguíneo por un trombo que ha migrado desde un sitio distal a través del torrente sanguíneo.,Indique «Sí» si el paciente lo ha experimentado en algún momento durante la hospitalización.
compl_thrombemb_pe,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Embolia pulmonar (EP),"1, Sí | 0, No | 99, Desconocido","Definido como la oclusión de una arteria pulmonar por un trombo, aire o grasa. Diagnóstico médico basado en signos clínicos y/o pruebas radiológicas (por ejemplo, angiografía pulmonar por tomografía computarizada y/o gammagrafía de ventilación/perfusión).",Indique «Sí» si el paciente lo ha experimentado en algún momento durante la hospitalización.
compl_thrombemb_dvt,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Trombosis venosa profunda (TVP),"1, Sí | 0, No | 99, Desconocido","Se define como la presencia de un coágulo sanguíneo en una vena profunda, predominantemente en las extremidades inferiores, pero que puede incluir la pelvis o las extremidades superiores. Los síntomas pueden incluir dolor, hinchazón, calor y enrojecimiento en la zona afectada. Diagnóstico médico basado en signos clínicos y/o pruebas de imagen adecuadas, por ejemplo, ecografía.",Indique «Sí» si el paciente lo ha experimentado en algún momento durante la hospitalización.
compl_thrombemb_oth,resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,Otra tromboembolia (que no sea EP ni TVP),"1, Sí | 0, No | 99, Desconocido",Se refiere a los diagnósticos tromboembólicos no especificados anteriormente.,Indique «Sí» si el paciente lo ha experimentado en algún momento durante la hospitalización.
