Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_Arbovirus,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy,preset_User Generated CRF_Encephalitis
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_pih_week,number,Semana gestacional de inicio.,,number,,,,[pregcomp_pih]='1',,Semana gestacional completa en la que se diagnosticó o documentó la afección por primera vez.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_utbleed,radio,sangrado uterino,"1, sí | 0, No | 99, Desconocido",,,,,[pregcomp_mat] = '1',,"Sangrado vaginal que ocurre durante el embarazo, excluyendo el sangrado de implantación normal.",,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_utbleed_week,number,Semana gestacional de inicio.,,number,,,,[pregcomp_utbleed]='1',,Semana gestacional completa en la que se diagnosticó o documentó la afección por primera vez.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_malaria,radio,Infección de malaria en el embarazo,"1, sí | 0, No | 99, Desconocido",,,,,[pregcomp_mat] = '1',,Infección por Plasmodium confirmada por laboratorio durante el embarazo.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_malaria_week,number,Semana gestacional de inicio.,,number,,,,[pregcomp_malaria]='1',,Semana gestacional completa en la que se diagnosticó o documentó la afección por primera vez.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_oth,radio,Otras complicaciones del embarazo materno,"1, sí | 0, No | 99, Desconocido",,,,,[pregcomp_mat] = '1',,Semana gestacional completa en la que se diagnosticó o documentó la afección por primera vez.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_othspec,text,Especificar otras complicaciones del embarazo materno.,,,,,,[pregcomp_oth] = '1',,,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_placfetab,radio,Placenta/líquido amniótico/anomalías fetales identificadas prenatalmente,"1, sí | 0, No | 99, Desconocido",,,,,,,Anomalías estructurales o funcionales detectadas mediante ecografía o pruebas prenatales.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_lowaf,radio,Disminución del líquido amniótico.,"1, sí | 0, No | 99, Desconocido",,,,,[pregcomp_placfetab] = '1',,Volumen de líquido amniótico por debajo de lo normal para la edad gestacional.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_lowaf_week,number,Semana gestacional de inicio.,,number,,,,[pregcomp_lowaf]='1',,Semana gestacional completa en la que se diagnosticó o documentó la afección por primera vez.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_highaf,radio,Exceso de líquido amniótico,"1, sí | 0, No | 99, Desconocido",,,,,[pregcomp_placfetab] = '1',,Volumen de líquido amniótico por encima de lo normal para la edad gestacional.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_highaf_week,number,Semana gestacional de inicio.,,number,,,,[pregcomp_highaf]='1',,Semana gestacional completa en la que se diagnosticó o documentó la afección por primera vez.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_pprevia,radio,Placenta previa,"1, sí | 0, No | 99, Desconocido",,,,,[pregcomp_placfetab] = '1',,Placenta que cubre total o parcialmente el orificio cervical interno.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_pprevia_week,number,Semana gestacional de inicio.,,number,,,,[pregcomp_pprevia]='1',,Semana gestacional completa en la que se diagnosticó o documentó la afección por primera vez.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_plowlying,radio,Placenta baja,"1, sí | 0, No | 99, Desconocido",,,,,[pregcomp_placfetab] = '1',,"Placenta ubicada cerca del orificio cervical interno, pero sin cubrirlo.",,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_plowlying_week,number,Semana gestacional de inicio.,,number,,,,[pregcomp_plowlying]='1',,Semana gestacional completa en la que se diagnosticó o documentó la afección por primera vez.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_pinsuff,radio,insuficiencia placentaria,"1, sí | 0, No | 99, Desconocido",,,,,[pregcomp_placfetab] = '1',,Función placentaria inadecuada que resulta en un deterioro del crecimiento o bienestar fetal.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_pinsuff_week,number,Semana gestacional de inicio.,,number,,,,[pregcomp_pinsuff]='1',,Semana gestacional completa en la que se diagnosticó o documentó la afección por primera vez.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_iugr,radio,Restricción del crecimiento intrauterino,"1, sí | 0, No | 99, Desconocido",,,,,[pregcomp_placfetab] = '1',,Peso fetal estimado por debajo del percentil 10 para la edad gestacional por causas patológicas.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_iugr_week,number,Semana gestacional de inicio.,,number,,,,[pregcomp_iugr]='1',,Semana gestacional completa en la que se diagnosticó o documentó la afección por primera vez.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_othpyn,radio,Otras anomalías placentarias/líquido amniótico/fetales identificadas prenatalmente,"1, sí | 0, No | 99, Desconocido",,,,,[pregcomp_placfetab] = '1',,,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,COMPLICACIONES RELACIONADAS CON EL EMBARAZO,pregcomp_othpspec,text,especificar otras anomalías placentarias/líquido amniótico/fetales identificadas prenatalmente,,,,,,[pregcomp_othpyn] = '1',,,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,MEDICAMENTOS DURANTE EL EMBARAZO,pregmed_immunosup,radio,¿Algún tratamiento inmunosupresor durante el embarazo?,"1, sí | 0, No | 99, Desconocido",,,,,,,"Uso de medicamentos que reducen la función inmune, incluidos corticosteroides sistémicos, productos biológicos, quimioterapia o medicamentos relacionados con trasplantes.",,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,MEDICAMENTOS DURANTE EL EMBARAZO,pregmed_immunosup_num,number,¿Cuántos medicamentos inmunosupresores?,,number,,,,[pregmed_immunosup] = '1',,Número de agentes inmunosupresores distintos tomados de forma simultánea o secuencial durante el embarazo.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,MEDICAMENTOS DURANTE EL EMBARAZO,pregmed_immunosup_name,text,Nombre(s) del(los) medicamento(s) inmunosupresor(es).,,,,,,[pregmed_immunosup] = '1',,Nombre(s) genérico(s) del(los) medicamento(s) inmunosupresor(es) utilizado(s).,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,MEDICAMENTOS DURANTE EL EMBARAZO,pregmed_otheryn,radio,¿Algún otro medicamento para el embarazo?,"1, sí | 0, No | 99, Desconocido",,,,,,,Uso de cualquier medicamento recetado o de venta libre (excepto inmunosupresores) durante el embarazo.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,MEDICAMENTOS DURANTE EL EMBARAZO,pregmed_othernum,number,¿Cuántos medicamentos para el embarazo?,,number,,,,[pregmed_otheryn] = '1',,Número de medicamentos distintos que se toman durante el embarazo.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,MEDICAMENTOS DURANTE EL EMBARAZO,pregmed_othername,text,Nombre(s) del(los) medicamento(s).,,,,,,[pregmed_otheryn] = '1',,Nombre(s) genérico(s) de los medicamentos utilizados.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,VACUNAS PARA EL EMBARAZO,pregmed_antvacc,checkbox,Vacunas prenatales administradas,"1, COVID-19 | 2, hepatitis B | 3, fiebre amarilla | 4, varicela | 88, otro",,,,,,,"Vacunas recibidas durante el embarazo (p. ej., tétanos, influenza, COVID-19).",,,,,,,,,,,,1.0,,,,,,,,,
embarazo,VACUNAS PARA EL EMBARAZO,pregmed_antvacc_oth,text,"Si es otro, especifique",,,,,,[pregmed_antvacc(88)]='1',,,,,,,,,,,,,,1.0,,,,,,,,,
embarazo,PRUEBAS RELACIONADAS CON EL EMBARAZO,pregtest_yn,radio,¿Se tomaron muestras biológicas durante el embarazo?,"1, sí | 0, No | 99, Desconocido",,,,,,,Cualquier muestra biológica materna recolectada y analizada durante el embarazo.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,PRUEBAS RELACIONADAS CON EL EMBARAZO,pregtest_type,checkbox,¿Cuál de las siguientes muestras se tomó?,"1, líquido amniótico | 2, Placenta | 3, sangre del cordón umbilical | 4, hisopo vaginal | 5, hisopo fecal/rectal | 6, tejido del embarazo | 99, Desconocido | 88, otro",,,,,[pregtest_yn] = '1',,Cualquier muestra biológica materna recolectada y analizada durante el embarazo.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,PRUEBAS RELACIONADAS CON EL EMBARAZO,pregtest_desc,text,Describa las pruebas de muestra y los resultados.,,,,,,[pregtest_yn] = '1',,Método de laboratorio utilizado y resultado cualitativo/cuantitativo.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,RESULTADO DEL EMBARAZO,pregout_bboutc,radio,Resultado del embarazo,"1, Nacimiento vivo (incluso si el bebé murió después del nacimiento) | 2, aborto espontáneo (<22 semanas) | 3, Terminación por elección | 4, Terminación - anomalía ecográfica | 5, Terminación - otro/motivo desconocido | 6, Muerte fetal (muerte intrauterina/intraparto a partir de las 22 semanas de gestación) | 7, Embarazo ectópico | 8, en curso | 99, Desconocido",,,,,,,"Resultado final del embarazo (nacido vivo, mortinato, aborto espontáneo, interrupción).",,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,RESULTADO DEL EMBARAZO,pregout_weeks,number,Edad gestacional en el momento del resultado (semanas completas),,number,,,,[pregout_bboutc] = '1' or [pregout_bboutc] = '2' or [pregout_bboutc] = '3' or [pregout_bboutc] = '4' or [pregout_bboutc] = '5' or [pregout_bboutc] = '6',,"Edad gestacional al momento del parto o fin del embarazo, calculada en semanas completas.",,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,RESULTADO DEL EMBARAZO,pregout_bbtest,radio,¿Interesa realizar pruebas al bebé para detectar infección de la madre?,"1, sí | 0, No | 99, Desconocido",,,,,,,Bebé examinado para detectar el patógeno que afecta a la madre.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,RESULTADO DEL EMBARAZO,pregout_bbresl,radio,Especificar el resultado de la prueba de la infección de interés de la madre.,"1, Positivo | 0, Negativo | 99, Desconocido",,,,,[pregout_bbtest] = '1',,Resultado de laboratorio de pruebas infantiles relacionadas con infección materna.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,RESULTADO DEL EMBARAZO,pregout_bboutc_termreas,text,"Si la terminación se debe a una anomalía ecográfica u otro motivo, especifique",,,,,,[pregout_bboutc] = '4' or [pregout_bboutc] = '5',,Especificar indicación clínica para la interrupción del embarazo.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,RESULTADO DEL EMBARAZO,pregout_bboutc_stillb,radio,En caso de muerte fetal: ¿macerada o fresca?,"1, Macerado | 2, fresco | 99, Desconocido",,,,,[pregout_bboutc] = '6',,"Fresco: la muerte ocurrió durante el parto o poco antes del parto; Macerado: la muerte ocurrió días antes del parto, con cambio de piel.",,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,RESULTADO DEL EMBARAZO,pregout_matdeath,radio,¿Murió la madre durante el embarazo?,"1, sí | 0, No | 99, Desconocido",,,,,,,Muerte que se produzca durante el embarazo o dentro de los 42 días siguientes a la finalización del mismo.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,RESULTADO DEL EMBARAZO,pregout_matdeath_age,number,Edad al morir,,number,0.0,,,[pregout_matdeath] = '1',,Edad materna en años cumplidos al momento de la muerte.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,RESULTADO DEL EMBARAZO,pregout_matdeath_cause,text,Causa(s) de muerte,,,,,,[pregout_matdeath] = '1',,Causas médicas subyacentes y contribuyentes.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,RESULTADO DEL EMBARAZO,pregout_matdeath_place,radio,lugar de muerte,"1, En casa | 2, Hospital/centro médico | 99, Desconocido",,,,,[pregout_matdeath] = '1',,"Lugar donde ocurrió la muerte (por ejemplo, hospital, hogar).",,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,RESULTADO DEL EMBARAZO,pregout_matdeath_time,radio,Momento de la muerte,"1, Pre-entrega | 2, Durante el parto | 3, Post-entrega (dentro de los 40 días) | 99, Desconocido",,,,,[pregout_matdeath] = '1',,"Momento relativo al embarazo (prenatal, intraparto, posparto).",,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,RESULTADO DEL EMBARAZO,pregout_othdet,text,"Otros detalles sobre el embarazo, no especificados anteriormente.",,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,RESULTADO DEL EMBARAZO,pregout_nbornincl,radio,¿Está incluido el recién nacido en el estudio?,"1, sí | 0, No | 99, Desconocido",,,,,,,Indica si el infante está matriculado formalmente.,,,,,,,,,,,,1.0,,,,,,,,1.0,
embarazo,RESULTADO DEL EMBARAZO,pregout_nborpin,text,Indique el Número de Identificación de Participante (PIN) del recién nacido,,,,,,[pregout_nbornincl]='1',,Identificador único de estudio para el recién nacido.,,,,,,,,,,,,1.0,,,,,,,,1.0,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_sex,radio,Sexo del recién nacido al nacer.,"1, Hombre | 2, Mujer | 99, Desconocido | 88, otro",,,,,,,Esto se refiere a las características sexuales físicas al nacer.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_modedel,radio,Modo de entrega,"1, vaginales | 2, vaginal asistida | 3, Cesárea electiva (antes del parto, antes de la rotura de membranas) | 4, Cesárea de emergencia (después del parto y/o rotura de membranas)",,,,,,,Esto se refiere al método por el cual nace el feto.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_placedel,radio,Lugar de entrega,"1, En casa | 2, Hospital/centro médico | 99, Desconocido",,,,,,,Se refiere al lugar de nacimiento del feto.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_ga,number,Edad gestacional (semanas),,number,0.0,,,,,Se refiere a la edad gestacional del feto (escrita en semanas completas). Puede calcularse a partir del último período menstrual (FUM) de la mujer o calcularse utilizando la mejor fecha estimada de parto obstétrico (EDD) con base en la siguiente fórmula: Edad Gestacional = (28 - (EDD - Fecha de Referencia)) / 7. La fecha de referencia es la fecha en la que se intenta determinar la edad gestacional.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_gamethod,radio,¿Cómo se estimó la gestación?,"1, LMP | 2, EDD | 99, Desconocido",,,,,,,Esto se refiere al método de estimación de la edad gestacional. FUM se refiere a la fecha del primer día del ciclo menstrual más reciente. EDD se refiere a la fecha estimada de entrega.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_birthweight,number,Peso del recién nacido al nacer,,number,0.0,,,,,"Se refiere a la medición del peso de un recién nacido inmediatamente después del nacimiento, generalmente registrado dentro de los primeros minutos de vida.",,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_birthweight_units,radio,Peso del recién nacido al nacer (unidades seleccionadas),"1, gramo | 2 libras",units,,,,,,Peso medido al nacer (g o lb).,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_birthweight_g,number,Peso del recién nacido al nacer (g),,number,0.0,,,,,"Se refiere a la medición del peso de un recién nacido inmediatamente después del nacimiento, generalmente registrado dentro de los primeros minutos de vida.",,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_birthweight_lb,number,Peso del recién nacido al nacer (lb),,number,0.0,,,,,"Se refiere a la medición del peso de un recién nacido inmediatamente después del nacimiento, generalmente registrado dentro de los primeros minutos de vida.",,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_length,number,Longitud del recién nacido al nacer,,number,0.0,,,,,Esto se refiere a la medida de la longitud de un recién nacido desde la parte superior de la cabeza hasta la parte inferior de uno de los talones.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_length_units,radio,Longitud del recién nacido al nacer (unidades seleccionadas),"1 cm | 2, en",units,,,,,,Longitud corona-talón al nacer (pulgadas o cm).,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_length_cm,number,Longitud del recién nacido al nacer (cm),,number,0.0,,,,,Esto se refiere a la medida de la longitud de un recién nacido desde la parte superior de la cabeza hasta la parte inferior de uno de los talones.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_length_in,number,Longitud del recién nacido al nacer (pulg.),,number,0.0,,,,,Esto se refiere a la medida de la longitud de un recién nacido desde la parte superior de la cabeza hasta la parte inferior de uno de los talones.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_infhc,number,Circunferencia de la cabeza al nacer,,number,0.0,,,,,Esto se refiere a la medida del área más grande de la cabeza (la distancia desde alrededor de la parte posterior de la cabeza hasta encima de las cejas y las orejas).,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_infhc_units,radio,Circunferencia de la cabeza al nacer (unidades seleccionadas),"1 cm | 2, en",units,,,,,,Circunferencia occipito-frontal al nacer (cm).,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_infhc_cm,number,Circunferencia de la cabeza al nacer (cm),,number,0.0,,,,,Esto se refiere a la medida del área más grande de la cabeza (la distancia desde alrededor de la parte posterior de la cabeza hasta encima de las cejas y las orejas).,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_infhc_in,number,Circunferencia de la cabeza al nacer (pulg.),,number,0.0,,,,,Esto se refiere a la medida del área más grande de la cabeza (la distancia desde alrededor de la parte posterior de la cabeza hasta encima de las cejas y las orejas).,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_apgar,number,Puntuación APGAR a los 5 min (1-1),,number,1.0,10,,,,"Se refiere a una puntuación para evaluar la adaptación de un recién nacido a la vida extrauterina. Cinco ítems (frecuencia cardíaca, esfuerzo respiratorio, tono muscular, irritabilidad refleja y color) se evalúan 6 segundos después del nacimiento y nuevamente cinco minutos después en una escala de -2, siendo el más bajo, siendo 2 lo normal. Los cinco números se suman para la puntuación de Apgar. Una puntuación de -3 representa malestar severo, 4-7 indica malestar moderado y una puntuación de 7-1 predice una ausencia de dificultad para adaptarse a la vida extrauterina.",,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_resusc,radio,Se requiere reanimación después del parto.,"1, sí | 0, No | 99, Desconocido",,,,,,,Se refiere a las medidas aplicadas para devolverle la vida a un recién nacido.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_resuscdet,text,Dar detalles,,,,,,[nborn_resusc] = '1',,Se refiere a las medidas aplicadas para devolverle la vida a un recién nacido.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_nicu,radio,Admisión a la UCIN,"1, Sí, relacionado con patógeno de interés | 2, Sí, no relacionado con el patógeno de interés | 3, No, por falta de disponibilidad de UCIN | 0, No | 4, No aplicable | 99, Desconocido",,,,,,,Se refiere al ingreso del recién nacido a la unidad de cuidados intensivos neonatales.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_hospdur,number,Duración de la estancia hospitalaria,,number,0.0,,,,,Se refiere a la duración total de la estancia hospitalaria durante el ingreso actual (en días).,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_outc,radio,Resultado neonatal,"1, dado de alta sano | 2, Alta con complicaciones/secuelas | 3, todavía en sala neonatal | 4, Derivado a otro hospital | 5, Muerte | 99, Desconocido | 6, no aplicable",,,,,,,Esto se refiere al resultado del recién nacido.,,,,,,,,,,,,,,,,,,,,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_compyn,radio,¿Ocurrió alguna complicación neonatal?,"1, sí | 0, No | 99, Desconocido",,,,,,,Esto se refiere a cualquier complicación que haya ocurrido durante el período neonatal.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_compsel,checkbox,Seleccione todo lo que corresponda.,"1, Síndrome de dificultad respiratoria | 2, hemorragia intraventricular | 3, enterocolitis necrotizante | 4, Encefalopatía neonatal | 5, Enfermedad pulmonar crónica | 6, Ictericia grave que requiere fototerapia | 7, Anomalía congénita mayor |  8, Infección grave/sepsis |  9, meningitis | 10, Exanguinotransfusión | 99, Desconocido | 88, otro",,,,,[nborn_compyn] = '1',,Esto se refiere a cualquier complicación que haya ocurrido durante el período neonatal.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_compoth,text,Si es otro: Especifique,,,,,,[nborn_compsel(88)] ='1',,Esto se refiere a cualquier complicación que haya ocurrido durante el período neonatal.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_death,radio,Muerte del recién nacido o del lactante,"1, sí | 0, No | 99, Desconocido",,,,,,,Se refiere a la muerte del recién nacido o del lactante.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_deathage,number,Edad al morir,,number,0.0,,,[nborn_death] = '1',,Se refiere a la edad del recién nacido o del bebé en el momento de su muerte.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_deathage_units,radio,Edad al morir (unidades seleccionadas),"1, Días | 2 meses",units,,,,[nborn_death] = '1',,,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_deathage_days,number,Edad al morir (Días),,number,0.0,,,[nborn_death] = '1',,Se refiere a la edad del recién nacido o del bebé en el momento de su muerte.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_deathage_months,number,Edad al morir (Meses),,number,0.0,,,[nborn_death] = '1',,Se refiere a la edad del recién nacido o del bebé en el momento de su muerte.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_deathcause,text,Causa(s) de muerte,,,,,,[nborn_death] = '1',,Se refiere a la causa de muerte del recién nacido o del lactante.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_birthdefectyn,radio,¿Anomalía congénita presente?,"1, sí | 0, No | 99, Desconocido",,,,,,,Esto se refiere a anomalías estructurales o funcionales del feto que ocurrieron durante el desarrollo en el útero.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_birthdefectnum,number,¿Cuántos?,,number,0.0,,,[nborn_birthdefectyn] = '1',,Esto se refiere a anomalías estructurales o funcionales del feto que ocurrieron durante el desarrollo en el útero.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_birthdefect1,text,Describir anomalía congénita,,,,,,[nborn_birthdefectyn] = '1' and [nborn_birthdefectnum] >= 1,,Esto se refiere a anomalías estructurales o funcionales del feto que ocurrieron durante el desarrollo en el útero.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_birthdefect1_date,date_dmy,Fecha del diagnóstico de anomalía congénita,,date_dmy,,today,,[nborn_birthdefectyn] = '1' and [nborn_birthdefectnum] >= 1,,Esto se refiere a anomalías estructurales o funcionales del feto que ocurrieron durante el desarrollo en el útero.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_birthdefect2,text,Describir anomalía congénita,,,,,,[nborn_birthdefectyn] = '1' and [nborn_birthdefectnum] >= 2,,Esto se refiere a anomalías estructurales o funcionales del feto que ocurrieron durante el desarrollo en el útero.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_birthdefect2_date,date_dmy,Fecha del diagnóstico de anomalía congénita,,date_dmy,,today,,[nborn_birthdefectyn] = '1' and [nborn_birthdefectnum] >= 2,,Esto se refiere a anomalías estructurales o funcionales del feto que ocurrieron durante el desarrollo en el útero.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_birthdefect3,text,Describir anomalía congénita,,,,,,[nborn_birthdefectyn] = '1' and [nborn_birthdefectnum] >= 3,,Esto se refiere a anomalías estructurales o funcionales del feto que ocurrieron durante el desarrollo en el útero.,,,,,,,,,,,,1.0,,,,,,,1.0,,
neonato,RESULTADOS DEL RECIÉN NACIDO,nborn_birthdefect3_date,date_dmy,Fecha del diagnóstico de anomalía congénita,,date_dmy,,today,,[nborn_birthdefectyn] = '1' and [nborn_birthdefectnum] >= 3,,Esto se refiere a anomalías estructurales o funcionales del feto que ocurrieron durante el desarrollo en el útero.,,,,,,,,,,,,1.0,,,,,,,1.0,,
