Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
imagi_xray_resultpleusite,diário,IMAGEM,Lado(s) onde o derrame pleural foi identificado,"1, Direita | 2, Esquerda",Refere-se ao lado onde o derrame pleural unilateral está localizado.,Indique o lado do derrame pleural.
imagi_ctchest,diário,IMAGEM,TC do tórax realizada,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à imagem de tomografia computadorizada do tórax.,Indique “Sim” se alguma TC do tórax foi realizada durante a internação do paciente na unidade clínica (hospital) e coletada na data da avaliação.
imagi_ctchest_result,diário,IMAGEM,Achados da TC do tórax associados a esta doença,"1, Normal ou sem alteração aguda | 5, Alteração anormal ou aguda | 99, Desconhecido","Refere-se aos achados identificados na TC do tórax. Infiltrados pulmonares referem-se à presença de infiltrados pulmonares ou pulmonares e podem incluir infiltrados alveolares, do espaço aéreo, intersticiais ou nodulares e normalmente referem-se a uma substância ou tipo de célula que é estranha ao pulmão ou se acumula em quantidade superior ao normal dentro dele.",Selecione a opção mais adequada correspondente aos achados da TC do tórax associados a esta doença.
imagi_ctchest_infiltra,diário,IMAGEM,Novos infiltrados presentes na TC,"1, Sim, bilateral | 2, Sim, unilateral | 0, Não | 99, Desconhecido","Refere-se a novos infiltrados pulmonares presentes na TC do tórax atual, não visualizados em radiografias torácicas anteriores do paciente. Os infiltrados pulmonares resultam da presença de uma substância mais densa que o ar (por exemplo, pus, edema, sangue, surfactante, proteína ou células) no parênquima pulmonar. Os infiltrados pulmonares bilaterais estão presentes em ambos os pulmões. Os infiltrados pulmonares unilaterais estão presentes apenas num pulmão.","Selecione a opção mais adequada correspondente aos novos infiltrados pulmonares presentes na TC do tórax atual, não visualizados nas radiografias torácicas anteriores do paciente."
imagi_ctchest_infiltyp,diário,IMAGEM,Infiltrados na TC do tórax consistentes com,"1, Pneumonite viral | 2, Pneumonia bacteriana |3, Edema pulmonar| 99, Desconhecido","Refere-se à condição patológica com a qual os infiltrados pulmonares na radiografia torácica podem ser consistentes. A pneumonite viral produz caracteristicamente espessamento peribrônquico perihilar bilateral e infiltrados intersticiais que, particularmente em crianças, devido às suas vias aéreas de pequeno calibre, podem resultar em áreas de atelectasia ou aprisionamento de ar. A pneumonia bacteriana produz caracteristicamente opacidades pulmonares segmentares focais (ou seja, broncopneumonia) ou lobares (ou seja, pneumonia lobar). O edema pulmonar pode ser caracterizado por cefalização dos vasos do lobo superior, opacidades intersticiais, manguito peribronquial, linhas septas (linhas de Kerley B), opacificação do espaço aéreo (enchimento dos alvéolos com líquido) que pode ter uma distribuição perihilar ou em “asa de morcego” quando grave e aguda; e derrame pleural. ",Selecione todas as opções aplicáveis.
imagi_ctchest_pleueff,diário,IMAGEM,Derrame pleural na TC do tórax,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à presença de líquido na cavidade pleural resultante de transudação ou exsudação excessiva das superfícies pleurais.,Indique “Sim” se foi visualizado derrame pleural na tomografia computadorizada do tórax.
imagi_ctchest_resultpleudet,diário,IMAGEM,Detalhes do derrame pleural na TC do tórax,"1, Unilateral | 2, Bilateral",Refere-se à localização do derrame pleural.,Indique a localização do derrame pleural.
imagi_ctbrain,diário,IMAGEM,TC do cérebro realizada,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à imagem por tomografia computadorizada do cérebro.,Indique “Sim” se foi realizada alguma tomografia computadorizada do cérebro durante a internação do paciente na unidade clínica (hospital) e coletada na data da avaliação.
imagi_ctbrain_date,diário,IMAGEM,Data da TC do cérebro,,Refere-se à data da tomografia computadorizada do cérebro.,Escreva a data em que a tomografia computadorizada foi realizada (use o formato DD/MM/AAAA).
imagi_ctbrain_findings,diário,IMAGEM,Achados da TC do cérebro,,Refere-se aos principais achados da tomografia computadorizada do cérebro.,Escreva os principais achados da tomografia computadorizada do cérebro.
imagi_mrib,diário,IMAGEM,RM do cérebro realizada,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à imagem por ressonância magnética (RM) do cérebro.,Indique “Sim” se alguma ressonância magnética cerebral foi realizada durante a internação do paciente na unidade clínica (hospital) e coletada na data da avaliação.
imagi_mrib_date,diário,IMAGEM,Data da RM do cérebro,,Refere-se à data da ressonância magnética do cérebro.,Escreva a data em que a ressonância magnética foi realizada (use o formato DD/MM/AAAA).
imagi_mrib_findings,diário,IMAGEM,Achados da RM do cérebro,,Refere-se aos principais achados da ressonância magnética do cérebro.,Escreva os principais resultados da ressonância magnética cerebral.
imagi_ultrasound,diário,IMAGEM,Ultrassom realizado,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a qualquer imagem de ultrassom realizada durante a internação do paciente na unidade clínica (hospital) e coletada na data da avaliação.,Indique “Sim” se foi realizada uma ecografia durante a estadia do paciente na unidade clínica (hospital) e os resultados foram recolhidos na data da avaliação.
imagi_ultrasound_date,diário,IMAGEM,Data do ultrassom,,Refere-se à data em que a imagem de ultrassom foi realizada.,Escreva a data em que o exame de ecografia foi realizado (use o formato DD/MM/AAAA).
imagi_ultrasound_site,diário,IMAGEM,Região do ultrassom,"1, Apenas no tórax | 2, Apenas no abdômen | 3, Tórax e abdômen | 99, Desconhecido",Refere-se à região do corpo que foi avaliada por meio de imagem de ultrassom.,Indique a região do corpo que foi avaliada através da ecografia.
imagi_ultrasound_findi,diário,IMAGEM,Achados do ultrassom associados a esta doença,"1, Normal ou sem alteração aguda | 5, Anormal ou alteração aguda | 99, Desconhecido",Refere-se aos achados da imagem de ultrassom associados a esta doença.,Selecione a opção mais adequada correspondente aos resultados da ecografia associados a esta doença.
imagi_ultrasound_asc,diário,IMAGEM,Ascite,"1, Sim | 0, Não | 99, Desconhecido",Ascite refere-se a um aumento patológico de líquido na cavidade peritoneal.,"Indique “Sim” se ascite foi identificada na ultrassonografia na data da avaliação. Indique “Não” se não havia ascite na ultrassonografia na data da avaliação. Se a cavidade peritoneal não foi examinada por ultrassom para ascite na data da avaliação, indique “Desconhecido”."
imagi_ultrasound_ascsit,diário,IMAGEM,Classificação da ascite,"1, Pequeno | 2, Moderado | 3, Grave","Ascite leve/pequena (grau 1) é detectável apenas por ultrassonografia e normalmente requer aproximadamente 100 mL de líquido (onde o volume normal é de aproximadamente 25-50 mL); Ascite moderada (grau 2) implica pelo menos 500-1000 mL de líquido peritoneal e é detectada por exame físico; Ascite grave (grau 3) refere-se à manifestação de abdômen grosseiramente distendido, podendo ser descrita como ascite tensa.",Selecione a opção mais adequada correspondente ao grau de ascite detectado na imagem de ultrassom. 
imagi_ultrasound_consoli,diário,IMAGEM,Consolidação,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à presença de uma área radiopaca no pulmão. A opacificação é causada por líquido ou material sólido dentro das vias aéreas ou do parênquima pulmonar.,Indique “Sim” se foi identificada consolidação na ecografia na data da avaliação. Indique “Não” se não havia derrame(s) pleural(is) na ecografia na data da avaliação. Indique “Desconhecido” se o espaço pleural não foi examinado por ecografia para derrame(s) pleural(is) na data da avaliação. 
imagi_ultrasound_pleff,diário,IMAGEM,Derrame pleural,"1, Sim | 0, Não | 99, Desconhecido",Derrame pleural refere-se a um aumento patológico de líquido no espaço pleural.,Indique “Sim” se efusão(ões) pleural(is) foi(foram) identificada(s) na ultrassonografia na data da avaliação. Indique “Não” se não houve efusão(ões) pleural(is) na ultrassonografia na data da avaliação. Indique “Desconhecido” se o espaço pleural não foi examinado por ultrassom para efusão(ões) pleural(is) na data da avaliação.
imagi_ultrasound_plefr,diário,IMAGEM,Tamanho do derrame pleural direito (cm),,Refere-se à profundidade do derrame pleural em centímetros (cm).,Indique a profundidade da efusão pleural no lado direito em centímetros (cm).
imagi_ultrasound_plefl,diário,IMAGEM,Tamanho do derrame pleural esquerdo (cm),,Refere-se à profundidade do derrame pleural em centímetros (cm).,Indique a profundidade do derrame pleural no lado esquerdo em centímetros (cm).
imagi_ultrasound_peric,diário,IMAGEM,Derrame pericárdico,"1, Sim | 0, Não | 99, Desconhecido",Derrame pericárdico refere-se a um aumento patológico de líquido no espaço pericárdico.,"Se foi identificado derrame pericárdico na ecografia na data da avaliação, indique “Sim”. Se não houve derrame pericárdico na ecografia na data da avaliação, indique “Não”. Se o espaço pericárdico não foi examinado por ecografia para detectar derrame pericárdico na data da avaliação, indique “Desconhecido”. "
imagi_ultrasound_perics,diário,IMAGEM,Tamanho do derrame pericárdico (cm),,Refere-se à profundidade do derrame pericárdico em centímetros (cm).,Indique a profundidade do derrame pericárdico no lado esquerdo em centímetros (cm).
imagi_liversize,diário,IMAGEM,Tamanho do fígado (cm),,"Refere-se ao comprimento craniocaudal do fígado ao longo da linha medioclavicular, em centímetros (cm).","Indique o comprimento craniocaudal do fígado ao longo da linha medioclavicular, em centímetros (cm)."
imagi_gallbladder,diário,IMAGEM,Parede da vesícula biliar (mm),,"Refere-se à espessura da parede da vesícula biliar, em milímetros (mm).","Indique a espessura da parede da vesícula biliar, em milímetros (mm)."
imagi_ultrasound_unlisted,diário,IMAGEM,Outros achados,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a outros achados ultrassonográficos clinicamente relevantes.,Indique “Sim” se houver outros achados de imagem ultrassonográfica clinicamente relevantes.
imagi_ultrasound_unlistedoth,diário,IMAGEM,Especifique outros achados,,Refere-se a outros achados ultrassonográficos clinicamente relevantes.,"Se “Sim”, especifique os outros achados de imagem ultrassonográfica clinicamente relevantes."
imagi_ecg,diário,IMAGEM,Eletrocardiograma (ECG),"1, Sim-normal | 2, Sim-anormal | 0, Não | 99, Desconhecido","Refere-se a um estudo que avalia o efeito de um tratamento na atividade elétrica cardíaca, avaliada por eletrocardiografia.",Selecione as opções mais adequadas que correspondem aos achados do ECG.
imagi_ecg_spec,diário,IMAGEM,Resumo do ECG,,Refere-se a um resumo dos principais achados do ECG.,"Se “Sim-anormal”, forneça um resumo dos principais achados do ECG."
imagi_ecg_date,diário,IMAGEM,Data do ECG,,Refere-se à data do ECG.,Escreva a data no formato DD/MM/AAAA.
medi_medtype,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Selecione os agentes administrados durante a internação ou na alta (um formulário por medicamento),,"Refere-se a todos os medicamentos administrados a qualquer momento durante a internação do paciente na unidade clínica (hospital), incluindo no pronto-socorro, e prescritos na alta.","Indique o tipo de agente para todos os medicamentos administrados a qualquer momento durante a internação do paciente na unidade clínica (hospital), incluindo no pronto-socorro, e prescritos na alta."
medi_treat,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Este medicamento está tratando a doença?,"1, Sim | 0, Não",Refere-se ao uso do medicamento para tratar a doença causada pelo patógeno de interesse.,Indique “Sim” se este medicamento estiver sendo usado para tratar a doença causada pelo patógeno de interesse.
medi_antiviralagent,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Antiviral,,"Refere-se a qualquer agente(s) prescrito(s) especificamente para tratar uma infecção viral suspeita ou confirmada. Exemplos de inibidores da neuraminidase incluem oseltamivir, ribavirina, aciclovir e lopinavir/ritonavir. Preparações tópicas não estão incluídas.","Selecione o(s) agente(s) antiviral(is) administrado(s) a qualquer momento durante a internação do paciente na unidade clínica (hospital), incluindo no pronto-socorro, e prescrito(s) na alta."
medi_antibioagent,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Antibiótico,,Antibióticos referem-se a qualquer agente(s) que atue(m) seletivamente contra bactérias.,"Selecione o(s) agente(s) antibiótico(s) administrado(s) em qualquer momento durante a internação do paciente na unidade clínica (hospital), incluindo no pronto-socorro, e prescrito(s) na alta."
medi_topicantibiotgent,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Antibiótico tópico,"1, Penicilinas | 2, Cefalosporinas | 3, Tetraciclinas | 4, Aminoglicosídeos | 5, Macrolídeos | 6, Sulfonamidas e trimetoprim | 7, Quinolonas | 99, Desconhecido | 88, Outros",Refere-se à classe de antibióticos tópicos administrados durante a internação e/ou prescritos na alta.,Indique a classe do(s) antibiótico(s) tópico(s) administrado(s) durante a internação e/ou prescrito(s) na alta.
medi_corticost,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Corticosteroide,,"Corticosteroides (comumente referidos como “esteróides”) referem-se a todos os tipos de corticosteroides terapêuticos, produzidos no córtex adrenal (parte externa da glândula adrenal). Eles também são produzidos em laboratório. Exemplos incluem: prednisolona, prednisona, metilprednisolona, dexametasona, hidrocortisona, fluticasona, betametasona. Preparações tópicas não estão incluídas, mas preparações inalatórias estão incluídas.","Selecione o(s) corticosteroide(s) administrado(s) em qualquer momento durante a internação do paciente na unidade clínica (hospital), incluindo no pronto-socorro, e prescrito(s) na alta."
medi_anticoaguagent,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Anticoagulante,,"Um anticoagulante refere-se a qualquer agente capaz de prevenir a formação de coágulos sanguíneos ou a agregação plaquetária. Isso inclui agentes como heparina, varfarina, aspirina, clopidogrel e anticoagulantes administrados por via subcutânea, entre muitos outros. As preparações tópicas não estão incluídas.","Selecione o(s) anticoagulante(s) administrado(s) a qualquer momento durante a internação do paciente na unidade clínica (hospital), incluindo no pronto-socorro, e prescrito(s) na alta."
medi_anticoaguagent_ind,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Indicação de anticoagulante,"1, Terapêutico (tratamento de TVP/EP) | 2, Profilaxia reforçada para infecção por patógeno de interesse | 3, Profilaxia de rotina em pacientes internados | 99, Desconhecido",Refere-se à indicação do(s) anticoagulante(s).,Selecione a opção mais adequada correspondente à indicação do(s) anticoagulante(s).
medi_antifungagent,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Agente antifúngico,,"Refere-se a qualquer agente que iniba o crescimento ou mate fungos, prescrito especificamente para tratar uma infecção fúngica suspeita ou confirmada.","Selecione o(s) agente(s) antifúngico(s) administrado(s) a qualquer momento durante a internação do paciente na unidade clínica (hospital), incluindo no pronto-socorro, e prescrito(s) na alta."
medi_inotropesvasopressor,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Inotrópicos/vasopressores,"1, Vasopressina | 2, Fenilefrina | 3, Epinefrina | 4, Norepinefrina | 5, Dopamina | 6, Angiotensina II | 7, Terlipressina | 88, Outros","Refere-se ao uso contínuo de um vasopressor ou inotrópico por pelo menos uma hora. Os agentes incluem norepinefrina, epinefrina, vasopressina, terlipressina e fenilefrina. Os inotrópicos “positivos” comumente usados incluem dobutamina, dopamina, milrinona e adrenalina (epinefrina).","Selecione o vasopressor ou agente inotrópico administrado a qualquer momento durante a internação do paciente na unidade clínica (hospital), incluindo no pronto-socorro, e prescrito na alta."
medi_analgesic,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Agente analgésico,"1, Paracetamol | 2, AINEs | 3, Opiáceos | 4, Cetamina | 99, Desconhecido | 88, Outros","Refere-se a quaisquer agentes que aliviam a dor sem perda de consciência. Estes incluem agentes analgésicos opióides, não opióides e adjuvantes.","Indique o(s) agente(s) analgésico(s) administrado(s) a qualquer momento durante a internação do paciente na unidade clínica (hospital), incluindo no pronto-socorro, e prescrito na alta."
medi_antipruritic,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Agente antipruriginoso,"1, Hidrocortisona | 2, Calamina | 3, Anti-histamínicos | 4, Hidroxizina | 99, Desconhecido | 88, Outros",Refere-se a qualquer(is) agente(s) que alivia(m) a comichão (prurido).,"Selecione o(s) agente(s) antipruriginoso(s) administrado(s) em qualquer momento durante a internação do paciente na unidade clínica (hospital), incluindo no pronto-socorro, e prescrito(s) na alta."
medi_immunosupp,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Medicamentos imunossupressores (não esteróides),,Refere-se a um paciente que se sabe ter tomado medicamentos prescritos com efeito imunossupressor (excluindo esteróides/corticosteroides).,Selecione a opção mais adequada correspondente à indicação do(s) imunossupressor(es).
medi_ivig,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Tipo de imunoglobulina intravenosa,"1, Imunoglobulina policlonal | 2, Imunoglobulina específica | 99, Desconhecido | 88, Outros",Refere-se ao tipo de imunoglobulina intravenosa. ,Selecione a opção mais adequada que representa o tipo de imunoglobulina intravenosa administrada.
medi_ivig_oth,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Especifique outro tipo de imunoglobulina intravenosa,,"Se “Outro”, especifique o tipo de imunoglobulina intravenosa.",Especifique o tipo de imunoglobulina intravenosa. 
medi_route,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Via de administração do medicamento,"1, Oral | 2, Subcutânea | 3, Inalada | 4, IV | 5, Tópica | 99, Desconhecida | 88, Outros",Refere-se à via de administração do medicamento.,Selecione a opção mais adequada que representa a via de administração do medicamento.
medi_route_oth,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Especificar outra via,,Refere-se à via de administração do medicamento.,"Se “Outro”, indique a via de administração do medicamento."
medi_medstartdate,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Data de início do agente / primeira dose,,Refere-se à data em que o medicamento foi iniciado/a primeira dose foi administrada.,Insira a data no formato DD/MM/AAAA.
medi_medongoing,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Terapia em andamento?,"1, Sim | 2, Não | 99, Desconhecida",Refere-se à terapia em andamento com medicamentos usados para tratar a doença causada pelo patógeno de interesse.,Indique se há terapia em andamento com medicamentos usados para tratar a doença causada pelo patógeno de interesse.
medi_medenddate,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Data de término do agente / última dose,,Refere-se à data em que o medicamento foi interrompido/a última dose foi administrada. ,Insira a data no formato DD/MM/AAAA.
medi_numdays,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Número total de dias de tratamento administrado,,Refere-se ao número total de dias durante os quais uma dose foi recebida ou prescrita na receita de alta.,Insira o número total de dias durante os quais uma dose foi recebida ou prescrita na receita de alta.
medi_stopreason,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Motivos para a interrupção do tratamento,"1, Melhoras | 2, Deterioração | 3, Morte | 4, Outros eventos adversos | 99, Desconhecida | 88, Outros",Refere-se ao motivo da interrupção do tratamento.,Selecione a opção mais adequada correspondente ao motivo da interrupção do tratamento.
medi_stopreason_oth,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Especificar outro motivo,,Refere-se ao motivo da interrupção do tratamento.,"Se “Outro”, especifique o motivo da interrupção do tratamento."
medi_frequency,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Frequência,,"Refere-se à frequência de administração do medicamento especificado num período de 24 horas (00:00 às 24:00 horas). Exemplos incluem “a cada 4 horas”, “duas vezes ao dia”, etc.","Indique a frequência de administração do medicamento especificado num período de 24 horas (00:00 a 24:00 horas). Exemplos incluem “a cada 4 horas”, “duas vezes ao dia”, etc."
medi_dose,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Dose,,"Refere-se à dosagem do medicamento administrado a qualquer momento durante a internação do paciente na unidade clínica (hospital), incluindo no pronto-socorro, e prescrito na alta.","Escreva a dose; não inclua unidades, pois isso é solicitado na pergunta seguinte."
medi_units,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Unidades,,"Refere-se à dosagem do medicamento administrado a qualquer momento durante a internação do paciente na unidade clínica (hospital), incluindo no pronto-socorro, e prescrito na alta.",Escreva as unidades da dosagem.
medi_numdoses,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Número total de doses (número de vezes que o medicamento foi injetado / ingerido / infundido / inserido / aplicado / inalado),,"Refere-se ao número total de doses do medicamento administradas a qualquer momento durante a internação do paciente na unidade clínica (hospital), incluindo no pronto-socorro, e prescritas na alta.","Escreva o número total de doses do medicamento. Se o mesmo medicamento foi administrado por vias diferentes, indique o número total de doses de todas as vias de administração (injetado/engolido/infundido/inserido/aplicado/inalado)."
medi_offlab,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Este foi um uso off-label ou compassivo do medicamento?,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à prática de prescrever ou usar um medicamento ou vacina para uma indicação não especificada na regulamentação nacional.,Selecione “Sim” se este medicamento foi utilizado para uma indicação que não está especificada na autorização regulamentar nacional.
medi_offlab_spec1,medicação,MEDICAÇÃO: Registre os medicamentos administrados ou prescritos desde o dia da apresentação até o dia da alta/resultado (um formulário por medicamento).,Especifique o medicamento de uso off-label ou compassivo,,Refere-se à prática de prescrever ou usar um medicamento ou vacina para uma indicação não especificada na regulamentação nacional.,Especifique o medicamento que foi utilizado para uma indicação que não está especificada na autorização regulamentar nacional.
test_collectiondate,patógenos,TESTE DE PATÓGENOS: Resultados de todos os tipos de testes de amostras e patógenos,Data da coleta,,Refere-se à data da coleta de uma amostra clínica para teste de patógenos.,Escreva a data em que as amostras foram coletadas. Pode ser diferente do dia em que os resultados são relatados. Use o formato DD/MM/AAAA.
test_biospecimentype,patógenos,TESTE DE PATÓGENOS: Resultados de todos os tipos de testes de amostras e patógenos,Tipo de bioespécime,,Refere-se ao tipo de amostra clínica coletada para teste de patógenos. O swab nasal/nasofaríngeo (NP) refere-se à coleta de material biológico das vias nasais/nasofaringe. O swab da garganta refere-se à coleta de material biológico da garganta/orofaringe. Swab nasal/NP + faringe combinado refere-se à coleta usando swab nasal/nasofaríngeo (NP) e swab faringe. Escarro refere-se ao material expelido dos pulmões e expectorado pela boca. Lavagem broncoalveolar (BAL) refere-se à lavagem dos pulmões com solução salina ou agentes mucolíticos para fins diagnósticos ou terapêuticos. Aspiração endotraqueal (ETA) refere-se à coleta de amostra do tubo endotraqueal. Esfregaço ocular refere-se à coleta de amostra biológica da superfície do olho. Esfregaço da lesão refere-se à coleta de amostra biológica de uma lesão na pele ou membrana mucosa. Sêmen refere-se à secreção dos órgãos reprodutores masculinos descarregada durante a ejaculação. Fezes/esfregaço retal refere-se à amostra biológica coletada de matéria fecal ou do reto por meio de esfregaço.,Selecione a opção mais adequada que representa o tipo de amostra clínica coletada para teste de patógenos.
test_pathtested,patógenos,TESTE DE PATÓGENOS: Resultados de todos os tipos de testes de amostras e patógenos,Patógeno testado/detectado,,Refere-se ao(s) patógeno(s) testado(s) utilizando a amostra biológica.,Indique o(s) patógeno(s) que foram testado(s) usando a amostra biológica. 
test_labtestmethod,patógenos,TESTE DE PATÓGENOS: Resultados de todos os tipos de testes de amostras e patógenos,Método de teste laboratorial,"1, PCR | 2, IgG | 3, Cultura | 4, IgM | 6, RDT | 5, Detecção de antígenos | 99, Desconhecido",Refere-se ao método laboratorial utilizado para testar o patógeno. ,Selecione a opção mais adequada que representa o método laboratorial usado para testar o patógeno.
test_marker,patógenos,TESTE DE PATÓGENOS: Resultados de todos os tipos de testes de amostras e patógenos,"1, NS1 Ag | 2, IgG | 3, IgM | 4, Carga viral / serotipo | 5, Não aplicável | 99, Desconhecido","1, NS1 Ag | 2, IgG | 3, IgM | 4, Viral load / serotype | 5, Not applicable | 99, Unknown ",Refere-se ao marcador laboratorial utilizado para testar o patógeno.,Selecione a opção mais adequada que representa o marcador laboratorial usado para testar o patógeno.
test_result,patógenos,TESTE DE PATÓGENOS: Resultados de todos os tipos de testes de amostras e patógenos,Resultado do teste do patógeno,"1, Detectada | 0, Não detectada | 2, Equívoca | 99, Desconhecida",Refere-se aos resultados do(s) patógeno(s) testado(s) utilizando a amostra biológica.,Selecione a opção mais adequada que representa os resultados do(s) patógeno(s) testado(s) utilizando a amostra biológica.
test_denguetyp,patógenos,TESTE DE PATÓGENOS: Resultados de todos os tipos de testes de amostras e patógenos,"1, DENV1 | 2, DENV2 | 3, DENV3 | 4, DENV4","1, DENV1 | 2, DENV2 | 3, DENV3 | 4, DENV4","Refere-se ao rótulo do serotipo da espécie viral do vírus da dengue, que é um vírus de RNA de fita simples e sentido positivo da família Flaviviridae e do gênero Flavivirus, detectado através do teste PCR.",Selecione a opção mais adequada que representa a etiqueta do sorotipo da espécie viral do vírus da dengue detectada usando o teste PCR.
test_ctvalue,patógenos,TESTE DE PATÓGENOS: Resultados de todos os tipos de testes de amostras e patógenos,Valor do limiar do ciclo (CT),,Refere-se ao limiar do ciclo (CT) para a deteção de ácido nucleico em amostras utilizando a reação em cadeia da polimerase em tempo real.,Indique o valor CT.
test_vload,patógenos,TESTE DE PATÓGENOS: Resultados de todos os tipos de testes de amostras e patógenos,Viral load (copies/mL),,Refere-se à quantidade de vírus em um determinado volume de fluido.,Indique a carga viral. 
test_genrep,patógenos,TESTE DE PATÓGENOS: Resultados de todos os tipos de testes de amostras e patógenos,Sequência disponível no repositório de dados genômicos,"1, Sim | 0, Não",Refere-se à disponibilidade da sequência genômica do patógeno num repositório de dados.,Indique “Sim” se a sequência estiver disponível num repositório de dados genómicos.
test_genrep_db,patógenos,TESTE DE PATÓGENOS: Resultados de todos os tipos de testes de amostras e patógenos,Repositório genômico,,Refere-se ao repositório genômico que contém os dados da sequência do patógeno.,Selecione o repositório genómico que contém os dados da sequência do patógeno.
test_genrep_ref,patógenos,TESTE DE PATÓGENOS: Resultados de todos os tipos de testes de amostras e patógenos,Identificador da sequência do repositório,,Refere-se ao identificador da sequência no repositório.,Escreva o identificador da sequência no repositório genómico.
photo_date,fotografias,FOTOGRAFIAS,Data da imagem,,Refere-se à data em que a imagem foi capturada.,Insira a data no formato DD/MM/AAAA.
photo_type,fotografias,FOTOGRAFIAS,O que está sendo fotografado?,"1, Lesão cutânea | 2, Lesão mucosa | 99, Desconhecida | 88, Outros",Refere-se ao tipo de patologia capturada na fotografia.,Selecione a opção mais adequada que representa o tipo de patologia capturada na fotografia.
photo_upload,fotografias,FOTOGRAFIAS,Carregue a imagem aqui,,,
