Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
compl_urineret_spec,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Veuillez préciser,,Il s'agit de l'accumulation d'urine dans la vessie en raison de l'incapacité d'uriner.,"Si « Oui », veuillez préciser"
compl_ent,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Complications au niveau des oreilles/du nez/de la gorge,"1, Oui | 0, Non | 99, Inconnu",Défini comme toute complication du système auditif/nasal et/ou de la gorge,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_deepneck,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Infections profondes de l'espace cervical,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une infection des plans fasciaux profonds du cou.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_msk,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Complication musculosquelettique,,Défini comme toute complication du système musculo-squelettique.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_rhabdomyol,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Rhabdomyolyse,"1, Oui | 0, Non | 99, Inconnu","La rhabdomyolyse est un syndrome caractérisé par une nécrose musculaire et la libération de myoglobine dans le sang, résultant d'une lésion musculaire. Le diagnostic est posé chez un patient présentant soit une maladie neuromusculaire aiguë, soit une urine foncée sans autres symptômes, associée à une élévation aiguë marquée de la créatine kinase. La créatine kinase est généralement au moins cinq fois supérieure à la limite supérieure de la normale (il n'existe toutefois pas de seuil diagnostique pour établir le diagnostic). Une biopsie musculaire, une électromyographie, une imagerie radiologique et la présence d'une myoglobinurie ne sont pas nécessaires pour établir le diagnostic.",Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_myositis,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Myosite,"1, Oui | 0, Non | 99, Inconnu","La myosite est définie comme un processus inflammatoire affectant les muscles squelettiques. Elle peut être causée par des infections, des lésions et des troubles auto-immuns. Il peut s'agir d'un diagnostic clinique étayé par des tests de laboratoire, par exemple une élévation du taux de créatine kinase sérique ; une confirmation histologique n'est pas nécessaire pour établir le diagnostic. La myosite peut survenir sans évoluer vers une rhabdomyolyse.",Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_skin,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Complication cutanée,,Définie comme toute complication cutanée.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_cellulitis,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Cellulite,"1, Oui | 0, Non | 99, Inconnu","Définie comme une inflammation aiguë, diffuse et suppurative du tissu conjonctif lâche, en particulier des tissus sous-cutanés profonds, et parfois des muscles, qui survient le plus souvent à la suite d'une infection. Le diagnostic est établi sur la base des signes et symptômes cliniques, et peut être corroboré par des preuves microbiologiques.",Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_cellulitis_site,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Site(s) de cellulite,"1, Peau | 2, Nez | 3, Gencives | 4, Tractus gastro-intestinal | 5, Tractus urinaire | 6, Vagin | 99, Inconnu | 88, Autre",Il s'agit du ou des sites où la cellulite a été identifiée.,"Sélectionnez le ou les sites les plus appropriés où une cellulite a été identifiée à un moment quelconque pendant l'hospitalisation. Si « Autre », précisez le ou les autres sites dans l'espace prévu ci-dessous."
compl_cellulitis_site_oth,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Précisez autre(s) site(s) de cellulite,,Il s'agit des autres sites où une cellulite a été identifiée.,"Si « Autre », indiquez le ou les sites où une cellulite a été identifiée à un moment quelconque pendant l'hospitalisation. "
compl_skabscess,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Abcès cutané,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une zone circonscrite de pus ou de débris nécrotiques dans la peau.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_eschar,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Perte de tissu cutané ou escarre,"1, Oui | 0, Non | 99, Inconnu","L'escarre est définie comme une croûte sèche et sombre ou la chute de peau morte, généralement causée par une brûlure, une piqûre d'insecte (par exemple, certaines infections à rickettsies) ou une infection par l'anthrax.",Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_scar,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Cicatrices cutanées,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une marque permanente laissée sur la peau lors du processus de cicatrisation d'une plaie.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_nec,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Infection nécrosante,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une infection associée à la mort de la peau et des tissus mous sous-jacents.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_eye,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Complication ophtalmologique,,Définie comme toute complication oculaire,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_eyeinf,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Infection oculaire,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'un processus infectieux touchant n'importe quelle partie de l'œil.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_cornealsubepi,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Infiltrats sous-épithéliaux cornéens,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'infiltrats cornéens sous-épithéliaux.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_cornealstroma,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Infiltrats stromaux cornéens,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'infiltrats cornéens stromaux.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_sys,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Complication systémique,,Définie comme toute complication systémique,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_bacteraemi,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Bactériémie,"1, Oui | 0, Non | 99, Inconnu","Définie comme la présence de bactéries dans le sang, le plus souvent détectée par une hémoculture. Les épisodes de contamination artefactuelle suspectée d'une hémoculture ne doivent pas être enregistrés.","Indiquez « Oui » si une bactériémie s'est produite à un moment quelconque pendant l'hospitalisation. Indiquez « Non » si aucune bactériémie ne s'est produite ou si seules des bactéries considérées comme des contaminants cutanés (par exemple, staphylocoques à coagulase négative ou diphtéroïdes) ont été cultivées."
compl_hyperglyce,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Hyperglycémie,"1, Oui | 0, Non | 99, Inconnu","Chez l'adulte, elle est définie comme un taux anormalement élevé de glucose dans le sang, soit un taux de glycémie constamment supérieur à 126 mg/dl ou 7 mmol/l. Chez l'enfant, elle est définie comme un taux de glycémie constamment supérieur à 8,3 mmol/l.","Indiquez « Oui » si une bactériémie s'est produite à un moment quelconque pendant l'hospitalisation. Indiquez « Non » si aucune bactériémie n'est survenue ou si les bactéries développées étaient considérées comme des contaminants cutanés (par exemple, staphylocoques à coagulase négative ou diphtéroïdes)."
compl_hypoglycem,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Hypoglycémie,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'un taux anormalement bas de glucose dans le sang. Chez l'adulte, il est défini comme un taux de glucose dans le sang anormalement bas, c'est-à-dire un taux de glycémie constamment inférieur à 70 mg/dl ou 4 mmol/l. Chez l'enfant, il est défini comme un taux de glycémie inférieur à 3 mmol/l.",Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_shock,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Choc,"1, Oui | 0, Non | 99, Inconnu","Le choc désigne une défaillance circulatoire entraînant un apport insuffisant en oxygène pour répondre aux besoins métaboliques des cellules. Il est défini par la présence de deux des symptômes suivants : signe d'hypoperfusion (par exemple, remplissage capillaire > 2 secondes, peau froide et moite, pouls rapide/faible, état mental altéré), pression différentielle faible (inférieure ou égale à 20 mmHg), hypotension pour l'âge et tachycardie (> 100 bpm).",Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_reshock,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Épisodes de choc,"1, Oui | 0, Non | 99, Inconnu","Un choc récurrent ou récidivant est défini comme un épisode distinct de choc survenant au moins 2 à 6 heures après la résolution clinique d'un premier épisode de choc, la résolution clinique étant définie comme une pression différentielle > 25 mmHg sans signe d'altération de la perfusion. Cela n'inclut pas le choc persistant (en l'absence de résolution).",Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
compl_reshockep,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Nombre d'épisodes de choc,"1, 1 | 2, 2 | 3, 3 | 4, 4+ | 99, Inconnu",Il s'agit du nombre de fois où un nouveau choc a été identifié pendant l'hospitalisation du patient.,"Si « Oui », sélectionnez l'option la plus appropriée qui correspond au nombre d'épisodes de choc survenus chez le patient à tout moment au cours de son hospitalisation."
compl_sepsis,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Septicémie,"1, Oui | 0, Non | 99, Inconnu","Tel que défini par le groupe de travail SCCM/ESICM 2016 comme un dysfonctionnement organique potentiellement mortel causé par une réponse dysrégulée de l'hôte à une infection, avec les éléments suivants : Dysfonctionnement organique déterminé par un score SOFA (Sequential Organ Failure Assessment) supérieur ou égal à 2 points (ou un score qSOFA supérieur ou égal à 2) ; et une infection diagnostiquée par un médecin (qui peut être corroborée par des signes et symptômes cliniques, des preuves radiologiques et/ou microbiologiques).",Indiquez « Oui » si le patient a présenté cette complication à tout moment au cours de son hospitalisation.
compl_hypothermia,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Hypothermie,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une température corporelle anormalement basse.,Indiquez « Oui » si le patient a présenté cette complication à tout moment au cours de son hospitalisation.
compl_otherdesc,outcome,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Autres  complications,,,
compl_unlisted,résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,Autre(s) complication(s),"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'autres complications non spécifiées ci-dessus.,"Précisez toutes les autres complications, non mentionnées ci-dessus, présentées par le patient à tout moment au cours de son hospitalisation."
inter_ivfluid,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Liquides intraveineux (parentéraux),"1, Oui | 0, Non | 99, Inconnu","Il s'agit de liquides intraveineux comprenant des solutions cristalloïdes, de l'albumine, de la gélatine, des amidons ou d'autres solutions.",Indiquez « Oui » si le patient a reçu des liquides par voie intraveineuse à un moment quelconque pendant son hospitalisation.
inter_ivfluid_type,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Type de liquide intraveineux,,"Il s'agit du type de liquide parentéral ou intraveineux (IV) prescrit en remplacement des liquides, électrolytes, calories, vitamines et autres substances nutritionnelles. Les liquides intraveineux peuvent être des cristalloïdes (comprenant généralement du chlorure de sodium à 0,9 % (solution saline normale), du Ringer lactate (USP), du chlorure de sodium à 0,45 % (solution saline demi-normale), du chlorure de sodium à 0,45 % + 4 % de glucose (solution saline demi-normale avec dextrose), du chlorure de sodium à 0,18 %-0, 3 % de chlorure de sodium + 4 % de glucose (solution saline hypotonique avec dextrose), 5 % de glucose (dextrose à 5 % dans l'eau), acétate de Ringer ou Plasmalyte) ou des colloïdes (généralement des gélatines, des amidons ou de l'albumine). ",Sélectionnez l'option la plus appropriée correspondant au type de liquide(s) intraveineux ou parentéral(aux) administré(s).
inter_ivfluid_cryst,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Volume total de cristalloïdes administré pendant l'hospitalisation (mL),,"Les liquides cristalloïdes sont des solutions aqueuses de sels minéraux et d'autres petites molécules hydrosolubles. Ils sont couramment utilisés pour la réanimation liquidienne en cas d'hypovolémie, d'hémorragie, de septicémie et de déshydratation. Les cristalloïdes courants comprennent le chlorure de sodium à 0,9 % (solution saline normale), le Ringer lactate (USP), le chlorure de sodium à 0, 45 % de chlorure de sodium (solution saline demi-normale), 0,45 % de solution saline normale + 4 % de glucose (solution saline demi-normale avec dextrose), 0,18 %-0,3 % de chlorure de sodium + 4 % de glucose (solution saline hypotonique avec dextrose), 5 % de glucose (dextrose 5 % dans l'eau), Ringeracétate ou Plasmalyte.",Enregistrez le volume total de liquides cristalloïdes que le patient a reçu pendant son admission en millilitres (mL).
inter_ivfluid_colloid,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Volume total de colloïdes administré pendant l'hospitalisation (mL),,"Les liquides colloïdaux sont des solutions qui contiennent de grosses molécules, telles que des protéines ou des polysaccharides, qui restent dans la circulation sanguine plus longtemps que les cristalloïdes. Ces liquides aident à maintenir ou à augmenter le volume intravasculaire en attirant l'eau dans les vaisseaux sanguins par pression oncotique. Les colloïdes courants comprennent les gélatines, les amidons ou l'albumine. ",Enregistrez le volume total de liquide colloïdal que le patient a reçu pendant son admission en millilitres (mL).
inter_ivfluid_reas,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Raison(s) de l'administration de liquides intraveineux (cochez toutes les cases qui s'appliquent),"1, choc | 2, hématocrite élevé/en augmentation | 3, anorexie | 4, vomissements persistants | 88, autre","Il s'agit de la ou des raisons (indications) justifiant une thérapie liquidienne parentérale/intraveineuse (IV) à tout moment pendant l'hospitalisation. Si plusieurs indications sont présentes, sélectionnez toutes celles qui s'appliquent. Le choc désigne une défaillance circulatoire entraînant un apport insuffisant en oxygène pour répondre aux besoins métaboliques des cellules. Il est défini par la présence de deux des symptômes suivants : signe d'hypoperfusion (par exemple, remplissage capillaire > 2 secondes, peau froide et moite, pouls rapide/faible, état mental altéré), pression différentielle faible (inférieure ou égale à 20 mmHg), hypotension pour l'âge et tachycardie (> 100 bpm). Un hématocrite élevé/en augmentation désigne une élévation supérieure à la normale du rapport entre le volume des globules rouges et le volume total du sang. L'anorexie désigne l'absence ou la perte d'appétit accompagnée d'une aversion pour la nourriture et d'une incapacité à manger.",Sélectionnez toutes les options qui s'appliquent.
inter_ivfluid_reas_oth,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Précisez toute autre raison justifiant l'administration de liquides intraveineux,,Il s'agit de la ou des raisons (indications) justifiant une thérapie liquidienne parentérale/intraveineuse (IV) à tout moment pendant l'hospitalisation.,"Si « Autre », précisez la ou les raisons (indications) de l'administration de liquides par voie parentérale/intraveineuse (IV) à tout moment pendant l'admission."
inter_ivfluid_start,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Date du début de l'administration intraveineuse,,Il s'agit de la date à laquelle la première perfusion parentérale/intraveineuse (IV) a été commencée.,Indiquez la date au format JJ/MM/AAAA.
inter_ivfluid_end,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Date de la fin de l'administration intraveineuse,,Il s'agit de la date à laquelle la dernière perfusion parentérale/intraveineuse (IV) a été terminée.,Indiquez la date au format JJ/MM/AAAA.
inter_bpt,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Transfusion de produits sanguins,"1, oui | 0, non | 99, inconnu","Il s'agit d'une transfusion de sang (sang total ou concentré de globules rouges) ou d'autres produits sanguins à l'exclusion de l'immunoglobuline humaine normale (par exemple, albumine, granulocytes, plaquettes, plasma frais congelé (FFP), FP24, PF-24, cryoprécipité, concentré de protéine C, cryosurnatant ou un facteur de coagulation non recombinant spécifique) à tout moment de la date d'évaluation. ","Indiquez « Oui » si le patient a reçu des produits sanguins ou une transfusion de produits sanguins à tout moment pendant son admission. Si « Oui », sélectionnez le ou les produits ci-dessous."
inter_bpt_type,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Sélectionnez toutes les transfusions de produits sanguins qui ont été administrées,"1, Plaquettes | 2, Cryoprécipité | 3, Sang total | 4, Plasma frais congelé | 5, Concentré de fibrinogène | 6, Concentré de globules rouges (concentré de globules rouges)","Il s'agit d'une transfusion de sang (sang total ou concentré de globules rouges) ou d'autres produits sanguins à l'exclusion des immunoglobulines humaines normales (par exemple, albumine, granulocytes, plaquettes, plasma frais congelé (PFC), FP24, PF-24, cryoprécipité, concentré de protéine C, cryosurnatant ou facteur de coagulation non recombinant spécifique) à tout moment au cours de la date d'évaluation. Les plaquettes désignent le transfert de plaquettes sanguines d'un donneur à un receveur ou la réinjection au donneur. Le cryoprécipité désigne un produit sanguin congelé préparé à partir de plasma congelé qui contient du fibrinogène (facteur I), du facteur antihémophilique (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine. Le sang total désigne l'administration intraveineuse de sang total (sang contenant du plasma et des globules rouges) à un individu. Les globules rouges concentrés désignent les globules rouges provenant d'une unité de sang total après élimination de la majeure partie du plasma, laissant une unité avec un hématocrite d'environ 60 %. Le plasma frais congelé désigne le plasma qui est séparé du sang total et congelé rapidement après un don de sang afin d'être utilisé pour des transfusions sanguines. Le concentré de fibrinogène est un agent hémostatique utilisé pour le traitement des épisodes hémorragiques aigus chez les patients présentant un déficit congénital en fibrinogène, notamment l'afibrinogénémie et l'hypofibrinogénémie.",Sélectionnez la ou les options les plus appropriées correspondant aux produits sanguins administrés.
inter_bpt_plate,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,"Plaquettes, nombre total d'unités",,Les plaquettes désignent le transfert de plaquettes sanguines d'un donneur à un receveur ou la réinjection au donneur.,Enregistrez le nombre total d'unités que le patient a reçues pendant son hospitalisation.
inter_bpt_cryo,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,"Cryoprécipité, nombre total d'unités",,"Le cryoprécipité est un produit sanguin congelé préparé à partir de plasma congelé contenant du fibrinogène (facteur I), du facteur antihémophilique (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine. Le cryoprécipité est un produit sanguin congelé préparé à partir de plasma congelé contenant du fibrinogène (facteur I), du facteur antihémophilique (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine.",Enregistrez le nombre total d'unités que le patient a reçues pendant son hospitalisation.
inter_bpt_rbc,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,"Sang total, nombre total d'unités",,Le sang total désigne l'administration intraveineuse de sang total (sang contenant du plasma et des globules rouges) à un individu.,Enregistrez le nombre total d'unités que le patient a reçues pendant son hospitalisation.
inter_bpt_ffp,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,"Plasma frais congelé (PFC), nombre total d'unités",,Le plasma frais congelé désigne le plasma séparé du sang total et congelé rapidement après un don de sang afin d'être utilisé pour des transfusions sanguines.,Enregistrez le nombre total d'unités que le patient a reçues pendant son hospitalisation.
inter_bpt_fibrin,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,"Concentré de fibrinogène, nombre total d'unités",,"Le concentré de fibrinogène est un agent hémostatique utilisé pour le traitement des épisodes hémorragiques aigus chez les patients présentant un déficit congénital en fibrinogène, notamment l'afibrinogénémie et l'hypofibrinogénémie.",Enregistrez le nombre total d'unités que le patient a reçues pendant son hospitalisation.
inter_bpt_rcc,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,"Concentré de globules rouges (concentré de globules rouges), nombre total d'unités",,"Les globules rouges concentrés désignent les globules rouges provenant d'une unité de sang total après élimination de la majeure partie du plasma, laissant une unité avec un hématocrite d'environ 60 %.",Enregistrez le nombre total d'unités que le patient a reçues pendant son hospitalisation.
inter_ivimmunogl,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Immunoglobulines intraveineuses,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de préparations d'immunoglobulines, contenant principalement de l'immunoglobuline G (IgG), qui sont utilisées en perfusion intraveineuse. Exemples : Octagam®, Intragam P®, KIOVIG®, Flebogamma 5 % DIF®, Carimune NF®, Gamunex®, Gammagard S/D®, Gammagard Liquid®, Gammaked® et Privigen®.",Indiquez « Oui » si le patient a reçu une immunoglobuline intraveineuse à un moment quelconque pendant son admission.
inter_diuretics,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Diurétiques,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une classe d'agents qui augmentent la production d'urine par les reins. Grâce à divers mécanismes d'action, les diurétiques retiennent l'eau dans l'urine, ce qui permet une diurèse forcée.",Indiquez « Oui » si le patient a reçu un traitement diurétique à un moment quelconque pendant son admission.
inter_nacetylcys,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,N-acétylcystéine,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'un dérivé N-acétylé de la cystéine, utilisé comme agent mucolytique pour réduire la viscosité des sécrétions muqueuses.",Indiquez « Oui » si le patient a reçu de la N-acétylcystéine (NAC) à un moment quelconque pendant son admission.
inter_fluiddrain,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Drainage de liquide,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la procédure consistant à retirer le liquide de l'espace pleural ou de la cavité péritonéale.,Indiquez « Oui » si un drainage de liquide de la cavité pleurale ou péritonéale a été effectué à un moment quelconque pendant l'admission.
inter_fluiddrain_reas,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Raison de ce drainage,"1, Ascite | 2, Épanchement pleural",Il s'agit de la raison (indication) du drainage des liquides. L'ascite désigne l'accumulation anormale de liquide dans la cavité péritonéale. L'épanchement pleural désigne la présence de liquide dans la cavité pleurale résultant d'une transsudation ou d'une exsudation excessive des surfaces pleurales.,Sélectionnez l'option la plus appropriée correspondant à la raison (indication) du drainage de liquide.
inter_plasmaex,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Plasmaphérèse / échange plasmatique,"1, Oui | 0, Non | 99, Inconnu","La plasmaphérèse (échange plasmatique) désigne la séparation extracorporelle des composants sanguins, qui aboutit à un produit filtré. Les méthodes comprennent la centrifugation à flux discontinu, la centrifugation à flux continu et la filtration plasmatique.",Indiquez « Oui » si le patient a reçu une plasmaphérèse à un moment quelconque pendant son admission.
inter_plasmaex_days,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Nombre de jours sous échange plasmatique pendant l'hospitalisation,,"Il s'agit du nombre total de jours civils pendant lesquels le patient a été sous support de plasmaferèse (plasmaphérèse). La plasmaphérèse (échange plasmatique) désigne la séparation extracorporelle des composants sanguins, qui aboutit à un produit filtré. Les méthodes comprennent la centrifugation à flux discontinu, la centrifugation à flux continu et la filtration plasmatique.",Indiquez le nombre total de jours civils pendant lesquels le patient a été sous support d'échange plasmatique (plasmaphérèse).
inter_isolation,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Le patient était-il isolé à domicile ou à l'hôpital ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de l'isolement du patient à domicile ou à l'hôpital pendant cette hospitalisation pour le pathogène d'intérêt.,Indiquez « Oui » si le patient a été isolé à domicile ou à l'hôpital pendant cette admission en raison d'un agent pathogène d'intérêt.
inter_isolation_date,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Date à laquelle le patient a été placé en isolement,,Il s'agit de la date de début de l'isolement du patient à domicile ou à l'hôpital pendant cette hospitalisation pour le pathogène d'intérêt.,Indiquez la date au format JJ/MM/AAAA.
inter_surg,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Une intervention chirurgicale a-t-elle été pratiquée en relation avec l'infection par l'agent pathogène d'intérêt ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de toute intervention chirurgicale réalisée en relation avec l'infection par le pathogène d'intérêt.,Indiquez « Oui » si une intervention chirurgicale a été pratiquée en relation avec l'infection par l'agent pathogène d'intérêt.
inter_surg_type,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,"Quelle était la nature de l'intervention chirurgicale ? (par exemple, débridement des tissus infectés)",,Il s'agit de toute intervention chirurgicale réalisée en relation avec l'infection par le pathogène d'intérêt.,"Si « Oui », inscrivez le nom de l'intervention chirurgicale / de la procédure qui a été pratiquée en relation avec l'infection par l'agent pathogène d'intérêt."
inter_surg_date,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Date de la première intervention chirurgicale,,Il s'agit de la date de la première intervention chirurgicale réalisée en relation avec l'infection par l'agent pathogène d'intérêt.,"Inscrivez la date de la première intervention chirurgicale, en utilisant le format JJ/MM/AAAA."
