Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,Completion Guideline2,Language Speaker Reviewed,Clinical Language Speaker Reviewed
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_encephalopathy,Encefalopatía,"1, Sí | 0, No | 99, Desconocido","La encefalopatía se refiere en términos generales a la disfunción cerebral que puede deberse a un trastorno funcional y/o estructural causado por una variedad de etiologías, incluyendo enfermedades de otros sistemas orgánicos (por ejemplo, enfermedad hepática, enfermedad renal), medicamentos, productos químicos y lesiones. Se presenta con una variedad de síntomas que incluyen alteración del estado mental, confusión, pérdida de memoria y cambios de comportamiento.",Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_seizure,Convulsiones,"1, Sí | 0, No | 99, Desconocido","Se define como una anomalía intermitente de la fisiología del sistema nervioso caracterizada por la aparición transitoria de movimientos repentinos, violentos e irregulares del cuerpo, causados por la contracción involuntaria de los músculos debido a una actividad neuronal anómala, excesiva o sincrónica en el cerebro. No es necesario que haya antecedentes de epilepsia.",Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_focalneuro,Signos neurológicos focales,"1, Sí | 0, No | 99, Desconocido","Se define como una alteración de la función nerviosa, de la médula espinal o del cerebro que afecta a una región específica del cuerpo, por ejemplo, debilidad en el brazo izquierdo, la pierna derecha, paresia o plegia, identificada en un examen neurológico.",Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_encephalitis,Encefalitis,"1, Sí | 0, No | 99, Desconocido","La encefalitis se refiere a la inflamación del cerebro. Se define por un estado mental alterado que dura 24 horas o más, junto con dos de los siguientes criterios: fiebre documentada superior o igual a 38 °C (100,4 °F); recuento de glóbulos blancos (WBC) en el líquido cefalorraquídeo (LCR) superior o igual a 5/mm³; convulsiones generalizadas o parciales no atribuibles en su totalidad a un trastorno convulsivo preexistente; aparición nueva de hallazgos neurológicos focales; presencia de una lesión aguda compatible en neuroimagen; anomalía en la electroencefalografía compatible con encefalitis y no atribuible a otra causa. Según lo descrito por el Consorcio Internacional de Encefalitis de 2013.",Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_meningitis,Meningitis,"1, Sí | 0, No | 99, Desconocido","La meningitis se define por un número anormal de glóbulos blancos en el líquido cefalorraquídeo (LCR) en un contexto clínico adecuado, con o sin hallazgos radiológicos que lo respalden.",Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_gbs,Síndrome de Guillain-Barré (SGB),"1, Sí | 0, No | 99, Desconocido","Se refiere a un trastorno autoinmune de progresión rápida del sistema nervioso periférico caracterizado por parestesias en las extremidades, arreflexia y debilidad muscular generalizada o parálisis que a menudo comienza en las piernas y se extiende a los brazos, el tronco y la cara.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_cnsinf,Infección del SNC,"1, Sí | 0, No | 99, Desconocido","Se refiere a un proceso infeccioso que afecta al cerebro y/o la médula espinal, y puede incluir encefalitis, poliomielitis, aracnoiditis y meningitis.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_cvs,Complicaciones cardiovasculares,,Se define como cualquier complicación del sistema cardiovascular.,Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_myocardial,Infarto de miocardio,"1, Sí | 0, No | 99, Desconocido","Se define como isquemia miocárdica que provoca lesión/necrosis, diagnosticada por hallazgos clínicos, alteraciones en el electrocardiograma y elevación de las enzimas cardíacas.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_cardiacisc,Isquemia cardíaca,"1, Sí | 0, No | 99, Desconocido","Se define como la disminución del suministro de sangre y oxígeno al músculo cardíaco, indicada por una sintomatología típica (por ejemplo, dolor torácico) y confirmada por un electrocardiograma (que muestra cambios isquémicos, por ejemplo, depresión o elevación del ST) y/o elevación de las enzimas cardíacas (por ejemplo, aumento de la troponina I).",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_endocardit,Endocarditis,"1, Sí | 0, No | 99, Desconocido","Se refiere a una inflamación del endocardio (revestimiento interno del corazón). A menudo está causada por un trastorno primario o por microorganismos, como bacterias, virus, hongos y rickettsias. El diagnóstico de la endocarditis infecciosa se realiza según los criterios de Duke modificados, utilizando pruebas microbiológicas, ecocardiogramas y signos clínicos.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_cardiomyop,Miocardiopatía,"1, Sí | 0, No | 99, Desconocido","Se refiere a trastornos estructurales y funcionales del miocardio que se diagnostican comúnmente mediante ecocardiografía. La miocardiopatía puede ser primaria (genética) o secundaria (por ejemplo, tras un infarto de miocardio).",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_chf,Insuficiencia cardíaca congestiva,"1, Sí | 0, No | 99, Desconocido","Se define como la incapacidad del corazón para bombear una cantidad de sangre suficiente para satisfacer las necesidades de los tejidos del organismo, lo que provoca congestión tisular y edema. Los signos y síntomas incluyen dificultad para respirar, edema con fóvea, hígado agrandado y sensible, venas del cuello distendidas y estertores pulmonares. Existen muchas formas de evaluar la función cardíaca (por ejemplo, ecocardiografía, cateterismo cardíaco derecho, pruebas funcionales y pruebas bioquímicas de apoyo). Sin embargo, no existe una prueba diagnóstica para la insuficiencia cardíaca, ya que se trata en gran medida de un diagnóstico clínico basado en una historia clínica y una exploración física minuciosas.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_cardiarrhy,Arritmia cardíaca,"1, Sí | 0, No | 99, Desconocido","Se refiere a cualquier variación de la frecuencia o el ritmo normal (que puede incluir el origen del impulso y/o su propagación posterior) del corazón, confirmada mediante monitorización electrocardiográfica.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_cardiarrest,Paro cardíaco,"1, Sí | 0, No | 99, Desconocido","El paro cardiorrespiratorio o paro circulatorio se define como la interrupción repentina de la actividad cardíaca en una persona que no responde, no respira normalmente y no presenta signos de circulación.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_myocarditis,Miocarditis,"1, Sí | 0, No | 99, Desconocido","Se refiere a la inflamación del tejido muscular del corazón (miocarditis) o a un proceso inflamatorio que afecta al pericardio (pericarditis). Se puede diagnosticar clínicamente, con la ayuda de un ecocardiograma, un electrocardiograma, pruebas de laboratorio o radiológicas.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_pericarditis,Pericarditis,"1, Sí | 0, No | 99, Desconocido","Se refiere a la inflamación del tejido muscular del corazón (miocarditis) o a un proceso inflamatorio que afecta al pericardio (pericarditis). Puede diagnosticarse clínicamente, con la ayuda de un ecocardiograma, un electrocardiograma, pruebas de laboratorio o radiológicas.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_respiratory,Complicaciones respiratorias,,Se define como cualquier complicación del sistema respiratorio.,Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_viralpneum,Neumonía viral / neumonitis,"1, Sí | 0, No | 99, Desconocido","Se define como neumonitis (neumonía) que se cree que se produce como consecuencia directa de un virus o virus infecciosos. La neumonitis viral puede ser un diagnóstico clínico, con o sin evidencia radiográfica o histopatológica de consolidación pulmonar. Aunque es preferible, la identificación de la especie viral infecciosa no es esencial para establecer el diagnóstico.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_bacpneumo,Neumonía bacteriana,"1, Sí | 0, No | 99, Desconocido","Se define como neumonía (neumonitis) que se cree que se produce como consecuencia directa de una bacteria infecciosa. Es una infección aguda del parénquima pulmonar causada por bacterias (por ejemplo, Streptococcus pneumoniae, Haemophilus influenzae, Chlamydia pneumoniae, Mycoplasma pneumoniae y Legionella pneumophila). Los signos y síntomas incluyen tos productiva, fiebre, escalofríos, dificultad para respirar y dolor torácico. La neumonía bacteriana puede ser un diagnóstico clínico, con o sin evidencia radiográfica o histopatológica de consolidación pulmonar. Aunque es preferible, la identificación de la especie bacteriana infectante no es esencial para establecer el diagnóstico.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_bacpneumo_comm,¿Adquirida en la comunidad?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la neumonía adquirida fuera del ámbito hospitalario.,Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_bacpneumo_hosp,¿Adquirida en el hospital?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la neumonía que se produce 48 horas o más después del ingreso hospitalario y que no está en fase de incubación en el momento del ingreso.,Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_bacpneumo_vent,¿Adquirida por ventilación mecánica?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la neumonía que se produce en pacientes que han estado en ventilación mecánica durante más de 48 horas.,Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_fungpneumo,Neumonía fúngica,"1, Sí | 0, No | 99, Desconocido","Se refiere a una infección de los pulmones causada por uno o más hongos endémicos u oportunistas. Entre los hongos endémicos se incluyen Histoplasma capsulatum, Coccidioides immitis, Blastomyces dermatitidis, Paracoccidioides brasiliensis, Sporothrix schenckii y Cryptococcus neoformans, y entre los hongos oportunistas se incluyen las especies Candida, Aspergillus y Mucor.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_fungpneumo_comm,¿Adquirida en la comunidad?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la neumonía adquirida fuera del ámbito hospitalario. ,Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_fungpneumo_hosp,¿Adquirida en el hospital?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la neumonía que se produce 48 horas o más después del ingreso hospitalario y que no está en fase de incubación en el momento del ingreso.,Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_fungpneumo_vent,¿Adquirida por ventilación mecánica?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la neumonía que se produce en pacientes que han estado en ventilación mecánica durante más de 48 horas.,Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_pneumothor,Neumotórax,"1, Sí | 0, No | 99, Desconocido","Se define como la presencia anómala de aire en la cavidad pleural (entre los pulmones y la pared torácica), que provoca el colapso del pulmón. Se puede diagnosticar clínicamente, normalmente con confirmación radiológica.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_pleuraleff,Derrame pleural,"1, Sí | 0, No | 99, Desconocido","Se define como el aumento de la cantidad de líquido en la cavidad pleural. Los síntomas incluyen dificultad para respirar, tos y dolor torácico. Suele estar causada por infecciones pulmonares, insuficiencia cardíaca congestiva, tumores pleurales y pulmonares, trastornos del tejido conectivo y traumatismos. Puede diagnosticarse clínicamente, con o sin confirmación radiológica o intervencionista.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_copneumoni,Neumonía organizativa criptogénica (COP),"1, Sí | 0, No | 99, Desconocido","Se refiere a una enfermedad pulmonar intersticial difusa idiopática, diagnosticada radiológicamente (opacidades consolidadas múltiples o en vidrio esmerilado) o histológicamente (tejido de granulación e infiltrado inflamatorio crónico en los alvéolos). Anteriormente conocida como neumonía organizativa bronquiolitis obliterante (BOOP).",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_bronchioli,Bronquiolitis,"1, Sí | 0, No | 99, Desconocido","Se refiere a la inflamación de los bronquiolos. En adultos, la bronquiolitis es un término general utilizado para describir una inflamación inespecífica de los bronquiolos caracterizada por la inflamación de los bronquiolos y la acumulación de moco. Suele estar causada por el virus respiratorio sincitial y afecta a los niños. Los signos y síntomas incluyen tos, sibilancias y dificultad para respirar. En la mayoría de los casos, se requiere una biopsia pulmonar abierta o toracoscópica para establecer un diagnóstico definitivo, aunque la confirmación tisular puede no ser necesaria en pacientes con una predisposición clara y hallazgos radiológicos típicos. En lactantes y niños, la bronquiolitis se define como una enfermedad en niños menores de 2 años, caracterizada por sibilancias y obstrucción de las vías respiratorias debido a una infección primaria o reinfección por un patógeno viral o bacteriano, que da lugar a inflamación de las vías respiratorias pequeñas/bronquiolos. Se trata de un diagnóstico clínico, generalmente en niños menores de 2 años.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_ards,Síndrome de dificultad respiratoria aguda (SDRA),"1, Sí | 0, No | 99, Desconocido","El síndrome de dificultad respiratoria aguda (SDRA) es un edema pulmonar no cardiogénico y un síndrome de inflamación pulmonar difusa que a menudo complica una enfermedad grave. El diagnóstico del SDRA se basa en el cumplimiento de tres criterios: a) Aparición aguda (en el plazo de una semana). b) Opacidades bilaterales en la radiografía de tórax o la tomografía computarizada (TC), o líneas B bilaterales y/o consolidaciones en la ecografía que no se explican completamente por derrames, atelectasias o nódulos/masas. c) Relación PaO2/FiO2 (oxígeno arterial/oxígeno inspirado) ?300 o relación SpO2/FiO2 (saturación pulsioximétrica/oxígeno inspirado) ?315.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_git,Complicaciones gastrointestinales,,Definido como cualquier complicación del sistema gastrointestinal.,Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_ascite,Ascitis,"1, Sí | 0, No | 99, Desconocido","Se refiere al aumento patológico de la cantidad de líquido en la cavidad abdominal (ascitis). Puede diagnosticarse clínicamente, con o sin confirmación radiológica o intervencionista. Los síntomas asociados a la ascitis incluyen aumento del perímetro abdominal, malestar y distensión abdominal, dificultad para respirar.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_pancreatit,Pancreatitis,"1, Sí | 0, No | 99, Desconocido","Se refiere a la inflamación aguda del páncreas. La pancreatitis aguda se diagnostica clínicamente con pruebas bioquímicas (por ejemplo, amilasa sérica o lipasa sérica) y/o radiológicas y/o histológicas. Todas las pruebas deben considerarse en conjunto, ya que ninguna característica por sí sola es diagnóstica de pancreatitis aguda.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_acutehepat,Hepatitis aguda,"1, Sí | 0, No | 99, Desconocido","Se refiere a una lesión hepática aguda causada por una inflamación que provoca fiebre, dolor abdominal e ictericia acompañada de un aumento de las pruebas de función hepática (actividad de la alanina transaminasa sérica (ALT) y/o de la aspartato transaminasa (AST)). Las etiologías incluyen hepatitis viral, fármacos, toxinas y trastornos autoinmunitarios.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_severeliver,Enfermedad hepática grave (de nueva aparición),"1, Sí | 0, No | 99, Desconocido","Se define como cirrosis de nueva aparición e hipertensión portal con hemorragia varicosa, ascitis, ictericia o estado postrasplante de hígado.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_hepaticenc,Encefalopatía hepática (cualquier grado),"1, Sí | 0, No | 99, Desconocido",Se refiere a un síndrome neuropsiquiátrico causado por insuficiencia hepática avanzada y/o derivación portosistémica sin evidencia de otra enfermedad neurológica primaria. Las características clínicas incluyen letargo; confusión (que puede progresar a coma); asterixis; nistagmo patológico; reflejos oculovestibulares vivos; postura decortical y decerebrada; espasticidad muscular; y reflejos plantares extensores bilaterales.,Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_jaundice,Ictericia,"1, Sí | 0, No | 99, Desconocido","Se refiere a una manifestación clínica de hiperbilirrubinemia, caracterizada por una coloración amarillenta de la piel, las membranas mucosas y/o la esclerótica. ",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_liverdysfu,Disfunción hepática,"1, Sí | 0, No | 99, Desconocido","Se refiere a un hallazgo que indica una función hepática anómala, y puede referirse a cualquiera de los siguientes: ictericia; hiperbilirrubinemia (nivel de bilirrubina en sangre dos veces superior al límite superior del rango normal); aumento de la alanina transaminasa (ALT) o de la aspartato transaminasa (AST) dos veces superior al límite superior del rango normal.",Indique «Sí» si el paciente experimentó esto en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_heme,Complicaciones hematológicas,,Se define como cualquier complicación del sistema hematológico.,Indique «Sí» si el paciente lo ha experimentado en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_thrombemb,Tromboembolia,"1, Sí | 0, No | 99, Desconocido",Definido como la oclusión de la luz de un vaso sanguíneo por un trombo que ha migrado desde un sitio distal a través del torrente sanguíneo.,Indique «Sí» si el paciente lo ha experimentado en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_thrombemb_pe,Embolia pulmonar (EP),"1, Sí | 0, No | 99, Desconocido","Definido como la oclusión de una arteria pulmonar por un trombo, aire o grasa. Diagnóstico médico basado en signos clínicos y/o pruebas radiológicas (por ejemplo, angiografía pulmonar por tomografía computarizada y/o gammagrafía de ventilación/perfusión).",Indique «Sí» si el paciente lo ha experimentado en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_thrombemb_dvt,Trombosis venosa profunda (TVP),"1, Sí | 0, No | 99, Desconocido","Se define como la presencia de un coágulo sanguíneo en una vena profunda, predominantemente en las extremidades inferiores, pero que puede incluir la pelvis o las extremidades superiores. Los síntomas pueden incluir dolor, hinchazón, calor y enrojecimiento en la zona afectada. Diagnóstico médico basado en signos clínicos y/o pruebas de imagen adecuadas, por ejemplo, ecografía.",Indique «Sí» si el paciente lo ha experimentado en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_thrombemb_oth,Otra tromboembolia (que no sea EP ni TVP),"1, Sí | 0, No | 99, Desconocido",Se refiere a los diagnósticos tromboembólicos no especificados anteriormente.,Indique «Sí» si el paciente lo ha experimentado en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_thrombemb_spec,Especifique otra tromboembolia,,Se refiere a los demás diagnósticos tromboembólicos no especificados anteriormente.,"Si «Otro», escriba los demás diagnósticos tromboembólicos que haya experimentado el paciente en cualquier momento durante la hospitalización.","If 'Other', write the other thromboembolic diagnoses the patient experienced at any time during hospitalisation. ",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_severebleed,Hemorragia grave (que requiera intervención),"1, Sí | 0, No | 99, Desconocido","Se define como una hemorragia que provoca un compromiso hemodinámico que requiere intervención, concretamente una transfusión. Incluye los grados 3 y 4 de la escala de hemorragia de la Organización Mundial de la Salud (OMS).",Indique «Sí» si el paciente lo ha experimentado en cualquier momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_severebleed_site,Lugar(es) de hemorragia grave,"1, Piel | 7, Petequias | 2, Nariz | 3, Encías | 4, Tracto gastrointestinal | 5, Tracto urinario | 6, Vagina | 88, Otros | 99, Desconocido","Se refiere a la ubicación del sitio o sitios de la hemorragia. Las petequias son pequeñas manchas rojizas o violáceas en la piel o las membranas mucosas como resultado de una hemorragia localizada. La hemorragia nasal se refiere a la hemorragia localizada en la nariz. El sangrado gingival se refiere a la hemorragia que afecta a la encía. El sangrado gastrointestinal (GI) se refiere a la hemorragia en cualquier segmento del tracto gastrointestinal, desde el esófago hasta el recto. El sangrado del tracto urinario se refiere a la hemorragia que se origina en cualquier parte del sistema urinario. El sangrado vaginal se refiere a la hemorragia que se origina en la vagina, sin relación con la menstruación normal.",Seleccione la opción o opciones más adecuadas que correspondan a la localización de la hemorragia.,Select the most appropriate option(s) corresponding to the location of bleeding/haemorrhage site(s).,,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_severebleed_site_oth,Especificar otros lugares de hemorragia,,Se refiere a la ubicación del sitio o sitios de sangrado/hemorragia.,"Si «Otro», escriba la otra ubicación de los sitios donde el paciente ha experimentado sangrado/hemorragia en cualquier momento desde el inicio de esta enfermedad y la presentación o el ingreso.","If 'Other', Write the other location of site(s) where the patient has experienced bleeding/haemorrhage at any time from onset of this illness and presentation or admission.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_anaemia,Anemia,"1, Sí | 0, No | 99, Desconocido","Se define como una reducción del número de glóbulos rojos, la cantidad de hemoglobina y/o el volumen de glóbulos rojos concentrados. Los signos y síntomas de la anemia pueden incluir palidez de la piel y las membranas mucosas, dificultad para respirar, palpitaciones cardíacas, soplos sistólicos suaves, letargo y fatiga. Para definir la anemia se utilizan los umbrales de la Organización Mundial de la Salud en hombres adultos mayores de 15 años, la anemia se define por una hemoglobina <130 g/l (<8,1 mmol/l); en mujeres no embarazadas mayores de 15 años, los umbrales son <120 g/l (<7,4 mmol/l), y en niños menores de 5 años y mujeres embarazadas, una hemoglobina <110 g/l (6,8 mmol/l).",Indique «Sí» si el paciente experimentó esto en cualquier momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_coagulatio,Trastorno de la coagulación / CID,"1, Sí | 0, No | 99, Desconocido","La coagulopatía (trastorno hemorrágico) se define como una afección en la que se produce una desviación o interrupción de las propiedades normales de coagulación de la sangre (se altera la coagulación normal de la sangre). La coagulación intravascular diseminada (CID) es un tipo específico de coagulopatía en la que la sangre comienza a coagularse en todo el cuerpo. La CID aguda se confirma mediante la demostración de un aumento de la generación de trombina (por ejemplo, disminución del fibrinógeno) y un aumento de la fibrinólisis (por ejemplo, elevación de los productos de degradación de la fibrina y del dímero D). El diagnóstico de la CID crónica puede basarse en gran medida en la evidencia de microangiopatía en el frotis sanguíneo y en el aumento de los niveles de productos de degradación de la fibrina, en particular del dímero D.",Indique «Sí» si el paciente experimentó esto en cualquier momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
